X vol_f_Field2 diameter_Field2
0.000139645 1.95629e-15 1e-05
0.000376525 6.47638e-16 1e-05
0.000613858 6.72476e-16 1e-05
0.000851483 9.51866e-16 1e-05
0.00108931 4.86817e-15 1e-05
0.00132727 1.3241e-15 1e-05
0.00156534 1.63441e-15 1e-05
0.00180349 6.33107e-16 1e-05
0.0020417 1.44115e-15 1e-05
0.00227996 1.83438e-15 1e-05
0.00251826 7.68454e-16 1e-05
0.00275659 1.609e-15 1e-05
0.00299495 2.39619e-15 1e-05
0.00323333 7.15159e-16 1e-05
0.00347172 5.81925e-16 1e-05
0.00371014 8.56439e-16 1e-05
0.00394857 7.17244e-15 1e-05
0.00418701 7.07593e-14 1.00002e-05
0.00442546 7.03649e-13 1.00005e-05
0.00466392 7.24943e-12 1e-05
0.00490238 7.4134e-11 1e-05
0.00514086 7.31954e-10 1e-05
0.00537934 7.1724e-09 1e-05
0.00561783 6.81192e-08 1e-05
0.00585632 6.27079e-07 1e-05
0.00609482 5.49104e-06 1e-05
0.00633332 4.77632e-05 1e-05
0.00657182 0.000294237 1.25146e-05
0.00681033 0.000987717 2.33393e-05
0.00704884 0.00238813 3.76327e-05
0.00728736 0.00461309 4.9714e-05
0.00752587 0.00825116 6.05667e-05
0.00776439 0.0138738 7.11654e-05
0.00800291 0.0222408 8.12961e-05
0.00824144 0.0345742 9.13119e-05
0.00847996 0.0521963 0.000102307
0.00871849 0.0763988 0.000115524
0.00895702 0.106354 0.000131367
0.00919555 0.140791 0.000148216
0.00943408 0.176529 0.000167447
