X vol_f_Field2 diameter_Field2
0.000139645 0.648744 0.000705894
0.000376525 0.64885 0.000704809
0.000613858 0.649012 0.000702387
0.000851483 0.649266 0.000698729
0.00108931 0.649601 0.000693875
0.00132727 0.650025 0.000687888
0.00156534 0.650535 0.000680812
0.00180349 0.651145 0.000672715
0.0020417 0.651801 0.000663661
0.00227996 0.652589 0.000653739
0.00251826 0.653443 0.000643029
0.00275659 0.654399 0.000631628
0.00299495 0.655431 0.000619617
0.00323333 0.656578 0.000607098
0.00347172 0.657765 0.000594138
0.00371014 0.659082 0.000580834
0.00394857 0.660412 0.000567231
0.00418701 0.661909 0.000553421
0.00442546 0.663391 0.000539414
0.00466392 0.665057 0.000525299
0.00490238 0.666661 0.000511048
0.00514086 0.668484 0.000496754
0.00537934 0.67023 0.00048234
0.00561783 0.672177 0.000467897
0.00585632 0.674043 0.000453308
0.00609482 0.676248 0.000438665
0.00633332 0.678176 0.000423797
0.00657182 0.680566 0.000408785
0.00681033 0.682548 0.000393426
0.00704884 0.685181 0.000377737
0.00728736 0.68724 0.000361539
0.00752587 0.690027 0.00034465
0.00776439 0.692249 0.000327004
0.00800291 0.695338 0.000308028
0.00824144 0.69782 0.000287852
0.00847996 0.701462 0.000265273
0.00871849 0.704487 0.000240176
0.00895702 0.70956 0.000210269
0.00919555 0.712731 0.00017362
0.00943408 0.721987 0.000129932
