X vol_f_Field2 diameter_Field2
0.000139645 0.896691 0.000914828
0.000376525 0.898407 0.000906509
0.000613858 0.897962 0.000901659
0.000851483 0.887608 0.000896685
0.00108931 0.856414 0.00089026
0.00132727 0.823823 0.000882126
0.00156534 0.795807 0.000872708
0.00180349 0.772852 0.000862318
0.0020417 0.753849 0.000851115
0.00227996 0.736845 0.000839351
0.00251826 0.722419 0.000826675
0.00275659 0.711609 0.000813713
0.00299495 0.702985 0.00080061
0.00323333 0.697784 0.000787463
0.00347172 0.696016 0.000774662
0.00371014 0.695946 0.000762186
0.00394857 0.698877 0.000750184
0.00418701 0.703919 0.00073846
0.00442546 0.711197 0.000727068
0.00466392 0.719335 0.000716115
0.00490238 0.729673 0.000705686
0.00514086 0.739898 0.00069557
0.00537934 0.750419 0.000685835
0.00561783 0.761693 0.000676728
0.00585632 0.774017 0.000667303
0.00609482 0.787073 0.000657388
0.00633332 0.799296 0.000646737
0.00657182 0.81133 0.000634817
0.00681033 0.823358 0.000619414
0.00704884 0.828266 0.000597474
0.00728736 0.794876 0.000563869
0.00752587 0.746239 0.000525762
0.00776439 0.714463 0.000484057
0.00800291 0.700037 0.000445269
0.00824144 0.70459 0.000411083
0.00847996 0.751115 0.000391251
0.00871849 0.91895 0.000394432
0.00895702 0.919663 0.000391539
0.00919555 0.906166 0.000369186
0.00943408 0.877302 0.000344612
