X vol_f_Field2 diameter_Field2
0.000139645 1.47114e-15 1.00049e-05
0.000376525 1.16406e-14 1.02989e-05
0.000613858 8.6863e-14 1.31062e-05
0.000851483 4.39829e-13 1.91023e-05
0.00108931 2.09907e-12 2.3689e-05
0.00132727 1.02379e-11 2.52073e-05
0.00156534 4.8887e-11 2.55554e-05
0.00180349 2.28433e-10 2.56189e-05
0.0020417 1.05826e-09 2.56367e-05
0.00227996 4.85542e-09 2.566e-05
0.00251826 2.19619e-08 2.56997e-05
0.00275659 9.73019e-08 2.57993e-05
0.00299495 4.15883e-07 2.61425e-05
0.00323333 1.635e-06 2.75421e-05
0.00347172 5.4163e-06 3.1313e-05
0.00371014 1.47288e-05 3.53326e-05
0.00394857 3.39092e-05 3.94622e-05
0.00418701 6.82504e-05 4.36357e-05
0.00442546 0.000125061 4.78008e-05
0.00466392 0.000219445 5.19105e-05
0.00490238 0.000376051 5.59669e-05
0.00514086 0.000625883 6.00656e-05
0.00537934 0.00101358 6.42239e-05
0.00561783 0.0016003 6.84344e-05
0.00585632 0.00247034 7.26719e-05
0.00609482 0.0037385 7.68863e-05
0.00633332 0.0055575 8.10012e-05
0.00657182 0.00813633 8.4923e-05
0.00681033 0.0117465 8.85741e-05
0.00704884 0.0167526 9.19307e-05
0.00728736 0.0236346 9.50481e-05
0.00752587 0.0329717 9.8069e-05
0.00776439 0.045565 0.000101194
0.00800291 0.0621025 0.000104678
0.00824144 0.0837851 0.000108755
0.00847996 0.11031 0.000113379
0.00871849 0.14212 0.000117938
0.00895702 0.175658 0.000120256
0.00919555 0.21247 0.000116877
0.00943408 0.253003 0.00010289
