X vol_f_Field2 diameter_Field2
0.000139645 1.44492e-16 1e-05
0.000376525 1.06666e-16 1e-05
0.000613858 1.1441e-16 1e-05
0.000851483 1.12985e-16 1e-05
0.00108931 9.83756e-17 1e-05
0.00132727 9.95014e-17 1e-05
0.00156534 1.02426e-16 1e-05
0.00180349 1.10301e-16 1e-05
0.0020417 1.16806e-16 1e-05
0.00227996 1.20602e-16 1e-05
0.00251826 1.18145e-16 1e-05
0.00275659 1.17172e-16 1e-05
0.00299495 1.04956e-16 1e-05
0.00323333 8.62968e-17 1e-05
0.00347172 8.12793e-17 1e-05
0.00371014 8.61612e-17 1e-05
0.00394857 1.13498e-16 1e-05
0.00418701 9.95209e-17 1e-05
0.00442546 7.93562e-17 1e-05
0.00466392 1.32473e-16 1e-05
0.00490238 2.63532e-16 1e-05
0.00514086 4.96801e-16 1e-05
0.00537934 8.2117e-16 1e-05
0.00561783 2.59679e-15 1e-05
0.00585632 1.34427e-14 1e-05
0.00609482 7.15378e-14 1e-05
0.00633332 3.92809e-13 1e-05
0.00657182 2.11394e-12 1e-05
0.00681033 1.0502e-11 1e-05
0.00704884 5.74987e-11 1e-05
0.00728736 3.15501e-10 1e-05
0.00752587 1.68034e-09 1e-05
0.00776439 8.60396e-09 1e-05
0.00800291 4.00859e-08 1e-05
0.00824144 2.08654e-07 1e-05
0.00847996 1.01719e-06 1e-05
0.00871849 5.16068e-06 1e-05
0.00895702 2.48399e-05 1e-05
0.00919555 0.000140204 1e-05
0.00943408 0.00115541 1e-05
