X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 0.0726205 9.47785e-05 4.67861 4.69547
0.000376525 0.0734641 0.000133027 4.67803 4.70386
0.000613858 0.0750688 0.000161151 4.67647 4.70889
0.000851483 0.0773934 0.000180549 4.67422 4.71112
0.00108931 0.0804762 0.000194034 4.67119 4.71109
0.00132727 0.0843442 0.000203686 4.66735 4.70928
0.00156534 0.0890325 0.000210968 4.66267 4.70599
0.00180349 0.0945724 0.000216862 4.65709 4.70141
0.0020417 0.10099 0.000222024 4.65052 4.69559
0.00227996 0.108304 0.000226906 4.64287 4.68858
0.00251826 0.116518 0.000231839 4.63402 4.68033
0.00275659 0.125618 0.00023708 4.62382 4.67074
0.00299495 0.135571 0.000242837 4.6121 4.6597
0.00323333 0.146303 0.000249279 4.59867 4.64703
0.00347172 0.157734 0.000256531 4.58331 4.63255
0.00371014 0.169724 0.000264665 4.56579 4.61602
0.00394857 0.182151 0.000273697 4.5459 4.59724
0.00418701 0.194819 0.000283555 4.52345 4.57599
0.00442546 0.207603 0.000294097 4.49826 4.55207
0.00466392 0.220286 0.000305068 4.47026 4.52537
0.00490238 0.232805 0.000316163 4.43935 4.49574
0.00514086 0.244954 0.000326969 4.40554 4.46311
0.00537934 0.256773 0.000337107 4.36877 4.42737
0.00561783 0.268078 0.000346127 4.32907 4.38846
0.00585632 0.279026 0.000353743 4.28618 4.34608
0.00609482 0.289418 0.000359593 4.24011 4.30018
0.00633332 0.299523 0.000363594 4.19027 4.25012
0.00657182 0.309087 0.000365485 4.13676 4.19603
0.00681033 0.318477 0.000365367 4.07823 4.13647
0.00704884 0.327367 0.000362987 4.01553 4.07238
0.00728736 0.336209 0.000358572 3.94515 4.00018
0.00752587 0.344624 0.00035177 3.87069 3.92352
0.00776439 0.353113 0.00034276 3.78246 3.83267
0.00800291 0.361297 0.000330832 3.69199 3.73916
0.00824144 0.369686 0.000316186 3.57371 3.61743
0.00847996 0.378035 0.000297613 3.45735 3.49724
0.00871849 0.386681 0.000275132 3.28125 3.3171
0.00895702 0.39544 0.00024647 3.10377 3.13549
0.00919555 0.405371 0.000212528 2.78029 2.8062
0.00943408 0.416534 0.000177785 2.31685 2.33304
