X vol_f_Field2 diameter_Field2
0.000139645 0.0 1e-05
0.000376525 0.0 1e-05
0.000613858 0.0 1e-05
0.000851483 2.12758e-20 1e-05
0.00108931 1.04125e-19 1e-05
0.00132727 7.36682e-19 1e-05
0.00156534 5.51635e-18 1e-05
0.00180349 3.54201e-17 1e-05
0.0020417 2.24104e-16 1e-05
0.00227996 1.44153e-15 1.00001e-05
0.00251826 9.00211e-15 1.00091e-05
0.00275659 5.40603e-14 1.02122e-05
0.00299495 2.83333e-13 1.11041e-05
0.00323333 1.375e-12 1.21532e-05
0.00347172 6.69427e-12 1.26349e-05
0.00371014 3.15335e-11 1.27897e-05
0.00394857 1.45226e-10 1.28526e-05
0.00418701 6.52216e-10 1.28968e-05
0.00442546 2.85143e-09 1.29348e-05
0.00466392 1.21988e-08 1.29648e-05
0.00490238 5.09359e-08 1.29968e-05
0.00514086 2.05954e-07 1.30922e-05
0.00537934 7.86588e-07 1.34817e-05
0.00561783 2.63973e-06 1.51062e-05
0.00585632 7.63401e-06 1.75541e-05
0.00609482 1.95115e-05 2.02613e-05
0.00633332 4.47754e-05 2.31951e-05
0.00657182 9.50942e-05 2.64013e-05
0.00681033 0.000188636 2.9858e-05
0.00704884 0.000369459 3.3508e-05
0.00728736 0.000736254 3.74128e-05
0.00752587 0.00150846 4.16595e-05
0.00776439 0.00303435 4.59087e-05
0.00800291 0.00589639 5.01697e-05
0.00824144 0.0111856 5.43701e-05
0.00847996 0.0206739 5.83153e-05
0.00871849 0.0380106 6.16932e-05
0.00895702 0.0668529 6.43474e-05
0.00919555 0.120451 6.6584e-05
0.00943408 0.18767 7.01702e-05
