X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 0.000101989 2.06162e-05 4.03998 4.04074
0.000376525 0.000177511 2.55662e-05 4.03956 4.04066
0.000613858 0.000333071 3.06011e-05 4.03822 4.03981
0.000851483 0.000583667 3.57665e-05 4.03625 4.03845
0.00108931 0.000934402 4.1067e-05 4.03359 4.0365
0.00132727 0.00138048 4.64413e-05 4.03027 4.03396
0.00156534 0.00191303 5.18225e-05 4.02627 4.03078
0.00180349 0.00255773 5.71645e-05 4.02157 4.02707
0.0020417 0.00338221 6.23984e-05 4.01613 4.02268
0.00227996 0.00444878 6.75333e-05 4.00994 4.01751
0.00251826 0.00580874 7.26584e-05 4.00293 4.01156
0.00275659 0.00752414 7.7823e-05 3.99508 4.00476
0.00299495 0.00966781 8.30451e-05 3.98636 3.99709
0.00323333 0.0123226 8.83186e-05 3.9767 3.98847
0.00347172 0.0155799 9.36144e-05 3.96606 3.97883
0.00371014 0.0195431 9.88793e-05 3.95435 3.96808
0.00394857 0.0243221 0.000104033 3.94151 3.95614
0.00418701 0.03004 0.000108973 3.92746 3.94289
0.00442546 0.0368261 0.000113591 3.91208 3.92821
0.00466392 0.0447991 0.000117798 3.89523 3.91196
0.00490238 0.0540764 0.000121548 3.87674 3.89395
0.00514086 0.0647716 0.000124853 3.8564 3.87401
0.00537934 0.0769697 0.000127766 3.83392 3.85188
0.00561783 0.0907131 0.000130346 3.80902 3.82719
0.00585632 0.105982 0.00013268 3.78128 3.79946
0.00609482 0.12271 0.000134859 3.75023 3.76838
0.00633332 0.140742 0.000136963 3.71537 3.73342
0.00657182 0.159848 0.000139043 3.67604 3.69392
0.00681033 0.179761 0.000141108 3.63167 3.64932
0.00704884 0.20009 0.000143112 3.58152 3.59888
0.00728736 0.220581 0.000144944 3.52512 3.54212
0.00752587 0.240828 0.000146406 3.46134 3.4779
0.00776439 0.260712 0.00014724 3.39001 3.40605
0.00800291 0.279984 0.000147091 3.30819 3.32354
0.00824144 0.29895 0.000145575 3.21541 3.22998
0.00847996 0.317519 0.000142176 3.10591 3.11946
0.00871849 0.335682 0.000136364 2.96984 2.9818
0.00895702 0.353199 0.000127385 2.80264 2.8139
0.00919555 0.37135 0.000114612 2.56117 2.57053
0.00943408 0.393586 9.79605e-05 2.14924 2.15466
