X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 0.0585328 0.000113751 4.57067 4.59185
0.000376525 0.0593497 0.000148365 4.57006 4.5993
0.000613858 0.0608115 0.000173494 4.5684 4.60344
0.000851483 0.0629077 0.000191021 4.56599 4.60496
0.00108931 0.0656772 0.000203983 4.56273 4.6045
0.00132727 0.0691501 0.000214324 4.55863 4.6025
0.00156534 0.0733678 0.000223281 4.55364 4.59922
0.00180349 0.0783746 0.000231663 4.54771 4.59481
0.0020417 0.0841854 0.000240038 4.54076 4.58934
0.00227996 0.0907966 0.000248836 4.53271 4.58284
0.00251826 0.0982607 0.000258414 4.52344 4.57523
0.00275659 0.10655 0.000269073 4.51281 4.56648
0.00299495 0.115706 0.000281083 4.50067 4.55633
0.00323333 0.125644 0.000294631 4.48682 4.54468
0.00347172 0.136297 0.000309823 4.4711 4.53141
0.00371014 0.14753 0.000326644 4.45328 4.51631
0.00394857 0.159215 0.000344921 4.43322 4.49916
0.00418701 0.171133 0.000364268 4.41076 4.47969
0.00442546 0.183199 0.000384171 4.38595 4.45767
0.00466392 0.195265 0.000403922 4.3591 4.43189
0.00490238 0.207252 0.00042279 4.32989 4.40206
0.00514086 0.219072 0.000440003 4.29776 4.36893
0.00537934 0.230723 0.000454999 4.26256 4.3327
0.00561783 0.242049 0.000467251 4.22425 4.29335
0.00585632 0.253136 0.000476565 4.18255 4.25064
0.00609482 0.263804 0.00048273 4.13748 4.20459
0.00633332 0.274226 0.000485871 4.08846 4.15462
0.00657182 0.284193 0.000485918 4.0357 4.10092
0.00681033 0.293922 0.000483131 3.97782 4.04217
0.00704884 0.303265 0.000477403 3.91579 3.97926
0.00728736 0.312459 0.000468986 3.84615 3.9088
0.00752587 0.32129 0.000457574 3.77251 3.83439
0.00776439 0.330185 0.000443399 3.68547 3.74654
0.00800291 0.338822 0.000425783 3.59578 3.65584
0.00824144 0.347675 0.000404702 3.48021 3.53868
0.00847996 0.356576 0.000378705 3.36571 3.41848
0.00871849 0.365754 0.000347611 3.19062 3.23785
0.00895702 0.375055 0.000308379 3.0161 3.05726
0.00919555 0.385492 0.000260033 2.70236 2.73761
0.00943408 0.399278 0.000201023 2.24446 2.2661
