X vol_f_Field2 diameter_Field2
0.000139645 0.742643 0.00105508
0.000376525 0.742703 0.00105323
0.000613858 0.742685 0.00104935
0.000851483 0.742673 0.00104346
0.00108931 0.742667 0.00103564
0.00132727 0.742664 0.001026
0.00156534 0.742674 0.00101468
0.00180349 0.742698 0.00100185
0.0020417 0.742756 0.00098763
0.00227996 0.742867 0.000972198
0.00251826 0.743049 0.000955705
0.00275659 0.743306 0.000938276
0.00299495 0.743654 0.000920027
0.00323333 0.7441 0.000901057
0.00347172 0.744657 0.000881465
0.00371014 0.745331 0.000861341
0.00394857 0.746131 0.000840772
0.00418701 0.747061 0.000819833
0.00442546 0.748124 0.000798594
0.00466392 0.749325 0.000777112
0.00490238 0.750658 0.000755423
0.00514086 0.752132 0.000733551
0.00537934 0.753695 0.000711476
0.00561783 0.755322 0.000689185
0.00585632 0.757025 0.000666679
0.00609482 0.758795 0.000643931
0.00633332 0.760631 0.000620896
0.00657182 0.762536 0.000597508
0.00681033 0.764493 0.000573669
0.00704884 0.766541 0.00054926
0.00728736 0.768614 0.000524101
0.00752587 0.770831 0.000497992
0.00776439 0.772956 0.000470589
0.00800291 0.775379 0.000441583
0.00824144 0.777489 0.000410305
0.00847996 0.780953 0.000376159
0.00871849 0.782885 0.000337926
0.00895702 0.788141 0.000292735
0.00919555 0.790457 0.000240693
0.00943408 0.801021 0.000181434
