X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 0.150463 0.000198613 4.984 5.02765
0.000376525 0.151567 0.000240592 4.98239 5.0368
0.000613858 0.153496 0.000266343 4.98001 5.04088
0.000851483 0.156199 0.000285304 4.97669 5.0421
0.00108931 0.159776 0.000301754 4.97226 5.0414
0.00132727 0.16415 0.000317708 4.96663 5.03922
0.00156534 0.169354 0.000334271 4.95974 5.03577
0.00180349 0.175312 0.000352033 4.95144 5.03104
0.0020417 0.182015 0.000371288 4.94164 5.02501
0.00227996 0.189329 0.000392115 4.93033 5.01746
0.00251826 0.197241 0.000414365 4.91767 5.0067
0.00275659 0.205561 0.000437693 4.90346 4.9922
0.00299495 0.214323 0.00046161 4.88731 4.97507
0.00323333 0.223397 0.000485439 4.86908 4.95568
0.00347172 0.232726 0.000508419 4.84871 4.93408
0.00371014 0.242144 0.000529749 4.82604 4.91015
0.00394857 0.251638 0.000548755 4.80104 4.88391
0.00418701 0.261054 0.000564885 4.77361 4.85522
0.00442546 0.270395 0.000577837 4.74368 4.82407
0.00466392 0.279585 0.000587465 4.71118 4.79035
0.00490238 0.288616 0.000593835 4.67601 4.754
0.00514086 0.297404 0.000597072 4.63812 4.71492
0.00537934 0.306007 0.000597441 4.5973 4.67297
0.00561783 0.314312 0.000595128 4.55353 4.62808
0.00585632 0.322451 0.000590437 4.50639 4.57988
0.00609482 0.330264 0.000583487 4.45599 4.52841
0.00633332 0.337959 0.000574553 4.40144 4.47286
0.00657182 0.34533 0.000563635 4.34327 4.41368
0.00681033 0.352627 0.000550999 4.27941 4.34889
0.00704884 0.359667 0.000536484 4.21182 4.28035
0.00728736 0.366705 0.000520176 4.13513 4.20279
0.00752587 0.373514 0.00050162 4.05587 4.12269
0.00776439 0.380481 0.000480895 3.95936 4.02534
0.00800291 0.38734 0.00045725 3.86458 3.92952
0.00824144 0.394462 0.000430645 3.73441 3.79791
0.00847996 0.401683 0.000399598 3.6141 3.67247
0.00871849 0.40915 0.000364137 3.41668 3.46854
0.00895702 0.416817 0.000321428 3.23475 3.27999
0.00919555 0.425538 0.000271193 2.88266 2.92091
0.00943408 0.437039 0.000212929 2.39783 2.42104
