X vol_f_Field2 diameter_Field2
0.000139645 2.8216e-18 1e-05
0.000376525 2.82919e-18 1e-05
0.000613858 2.85028e-18 1e-05
0.000851483 2.87583e-18 1e-05
0.00108931 2.86281e-18 1e-05
0.00132727 2.81948e-18 1e-05
0.00156534 2.76983e-18 1e-05
0.00180349 2.75315e-18 1e-05
0.0020417 2.9147e-18 1e-05
0.00227996 3.78978e-18 1e-05
0.00251826 7.65553e-18 1e-05
0.00275659 2.48387e-17 1e-05
0.00299495 8.15979e-17 1e-05
0.00323333 3.15893e-16 1e-05
0.00347172 1.25565e-15 1e-05
0.00371014 4.94095e-15 1e-05
0.00394857 1.90898e-14 1.00001e-05
0.00418701 7.29091e-14 1.00003e-05
0.00442546 2.753e-13 1.00012e-05
0.00466392 1.05447e-12 1.00017e-05
0.00490238 4.11602e-12 1e-05
0.00514086 1.57179e-11 1e-05
0.00537934 5.90207e-11 1e-05
0.00561783 2.17904e-10 1e-05
0.00585632 7.90929e-10 1e-05
0.00609482 2.83002e-09 1e-05
0.00633332 9.94499e-09 1e-05
0.00657182 3.45144e-08 1e-05
0.00681033 1.17375e-07 1e-05
0.00704884 3.96317e-07 1e-05
0.00728736 1.31255e-06 1e-05
0.00752587 4.31926e-06 1e-05
0.00776439 1.38767e-05 1e-05
0.00800291 4.00605e-05 1.06032e-05
0.00824144 9.38091e-05 1.37462e-05
0.00847996 0.000196926 1.74739e-05
0.00871849 0.000419957 2.17691e-05
0.00895702 0.00103973 2.69444e-05
0.00919555 0.00293446 3.36682e-05
0.00943408 0.0106369 4.27371e-05
