X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 0.226225 0.000519589 5.15563 5.25142
0.000376525 0.227049 0.000556072 5.15448 5.25054
0.000613858 0.228328 0.000589501 5.1518 5.24769
0.000851483 0.230222 0.000624215 5.14773 5.24324
0.00108931 0.232695 0.00066128 5.1422 5.23718
0.00132727 0.235747 0.000699995 5.1352 5.22953
0.00156534 0.239374 0.000738934 5.12669 5.22026
0.00180349 0.243487 0.000776352 5.1166 5.20925
0.0020417 0.24799 0.000810595 5.10483 5.19645
0.00227996 0.252777 0.000840316 5.09135 5.18179
0.00251826 0.257839 0.000864689 5.07601 5.16517
0.00275659 0.263058 0.00088335 5.0588 5.1466
0.00299495 0.268494 0.000896406 5.03957 5.12594
0.00323333 0.274064 0.000904218 5.01823 5.10313
0.00347172 0.279786 0.000907355 4.99461 5.07833
0.00371014 0.285556 0.000906409 4.96883 5.05161
0.00394857 0.291357 0.00090201 4.94078 5.02275
0.00418701 0.297123 0.000894691 4.91048 4.99165
0.00442546 0.302974 0.000884976 4.87772 4.95812
0.00466392 0.308872 0.00087323 4.84252 4.92213
0.00490238 0.314878 0.000859817 4.8047 4.88353
0.00514086 0.320856 0.000844928 4.76418 4.8422
0.00537934 0.326927 0.000828814 4.72072 4.79795
0.00561783 0.332927 0.000811518 4.67432 4.75073
0.00585632 0.339015 0.000793212 4.62443 4.70003
0.00609482 0.344969 0.000773807 4.57127 4.64599
0.00633332 0.35113 0.000753456 4.5136 4.58737
0.00657182 0.357185 0.000731958 4.45252 4.5251
0.00681033 0.363301 0.000709365 4.38512 4.45637
0.00704884 0.369193 0.000685268 4.31464 4.38444
0.00728736 0.375246 0.000659763 4.23325 4.30158
0.00752587 0.381107 0.000632211 4.15102 4.21782
0.00776439 0.387196 0.000602752 4.04701 4.11257
0.00800291 0.393195 0.000570299 3.94956 4.0143
0.00824144 0.399505 0.000534994 3.80851 3.87287
0.00847996 0.405986 0.000494994 3.68495 3.74771
0.00871849 0.412832 0.000450541 3.46944 3.53129
0.00895702 0.420104 0.000398067 3.28985 3.34844
0.00919555 0.429106 0.000339637 2.90852 2.95844
0.00943408 0.439998 0.000285105 2.40717 2.44028
