X vol_f_Field2 diameter_Field2
0.000139645 3.37561e-15 1e-05
0.000376525 9.1383e-15 1e-05
0.000613858 3.46812e-14 1.00002e-05
0.000851483 1.4647e-13 1.00006e-05
0.00108931 6.50556e-13 1e-05
0.00132727 3.09716e-12 1e-05
0.00156534 1.56903e-11 1e-05
0.00180349 7.98375e-11 1e-05
0.0020417 4.04236e-10 1e-05
0.00227996 2.03331e-09 1e-05
0.00251826 1.01351e-08 1e-05
0.00275659 4.99176e-08 1e-05
0.00299495 2.41436e-07 1e-05
0.00323333 1.15686e-06 1e-05
0.00347172 5.46325e-06 1e-05
0.00371014 2.53075e-05 1e-05
0.00394857 0.000113879 1e-05
0.00418701 0.000387659 1.27474e-05
0.00442546 0.000884502 2.07269e-05
0.00466392 0.00156743 3.22727e-05
0.00490238 0.00250947 4.67399e-05
0.00514086 0.00377409 5.88655e-05
0.00537934 0.0055171 6.91912e-05
0.00561783 0.00781585 7.90969e-05
0.00585632 0.0107833 8.88594e-05
0.00609482 0.0145313 9.86239e-05
0.00633332 0.0192396 0.000108661
0.00657182 0.0250193 0.000119402
0.00681033 0.0321432 0.000131354
0.00704884 0.0406319 0.000145033
0.00728736 0.0508848 0.000160868
0.00752587 0.0626237 0.000179053
0.00776439 0.0763388 0.000199476
0.00800291 0.0911768 0.000221162
0.00824144 0.107674 0.000242983
0.00847996 0.124477 0.00026311
0.00871849 0.142473 0.000281196
0.00895702 0.160843 0.000298205
0.00919555 0.181921 0.000324318
0.00943408 0.199529 0.000406149
