X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 0.104232 8.84739e-05 4.95693 4.9708
0.000376525 0.105342 0.000119111 4.954 4.97406
0.000613858 0.107432 0.000144185 4.95763 4.98762
0.000851483 0.11042 0.000163241 4.95161 4.98343
0.00108931 0.114406 0.000177231 4.95348 4.99203
0.00132727 0.119414 0.000187143 4.9453 4.98497
0.00156534 0.125405 0.000194007 4.94377 4.98427
0.00180349 0.13247 0.000198712 4.93974 4.98553
0.0020417 0.140572 0.000201956 4.93139 4.97625
0.00227996 0.149613 0.000204251 4.92344 4.96777
0.00251826 0.159609 0.000205962 4.91448 4.95884
0.00275659 0.170489 0.000207348 4.90387 4.94783
0.00299495 0.182162 0.000208606 4.89179 4.93512
0.00323333 0.194509 0.000209877 4.87802 4.92088
0.00347172 0.207424 0.000211267 4.86182 4.9042
0.00371014 0.220721 0.000212836 4.84318 4.88499
0.00394857 0.234303 0.00021463 4.82207 4.86331
0.00418701 0.247957 0.000216651 4.79816 4.83884
0.00442546 0.261583 0.000218891 4.77129 4.81139
0.00466392 0.274948 0.000221294 4.74142 4.78096
0.00490238 0.287964 0.000223799 4.70849 4.74747
0.00514086 0.300512 0.000226308 4.6724 4.71085
0.00537934 0.312575 0.000228726 4.63313 4.67104
0.00561783 0.324144 0.000230929 4.59062 4.62796
0.00585632 0.335175 0.000232802 4.54477 4.58151
0.00609482 0.34569 0.000234207 4.49546 4.53152
0.00633332 0.355709 0.000235043 4.44237 4.47768
0.00657182 0.365253 0.000235164 4.38533 4.41976
0.00681033 0.374382 0.000234477 4.32348 4.35694
0.00704884 0.383132 0.000232816 4.25699 4.28929
0.00728736 0.391583 0.000230096 4.18343 4.21445
0.00752587 0.399814 0.000226105 4.10466 4.13419
0.00776439 0.407902 0.000220749 4.0134 4.04125
0.00800291 0.415878 0.000213705 3.91759 3.94358
0.00824144 0.423883 0.000204842 3.79669 3.82061
0.00847996 0.431968 0.000193594 3.67005 3.69112
0.00871849 0.440111 0.000179684 3.49101 3.50977
0.00895702 0.448521 0.00016196 3.30622 3.32272
0.00919555 0.457327 0.000140358 2.98145 2.99566
0.00943408 0.469688 0.000116194 2.50515 2.51413
