X vol_f_Field2 diameter_Field2
0.000139645 7.96182e-14 1.00002e-05
0.000376525 7.96103e-14 1.00002e-05
0.000613858 7.96124e-14 1.00002e-05
0.000851483 7.96474e-14 1.00002e-05
0.00108931 7.96779e-14 1.00002e-05
0.00132727 7.97251e-14 1.00002e-05
0.00156534 7.97815e-14 1.00002e-05
0.00180349 7.98699e-14 1.00002e-05
0.0020417 8.00563e-14 1.00002e-05
0.00227996 8.05304e-14 1.00002e-05
0.00251826 8.18472e-14 1.00002e-05
0.00275659 8.51589e-14 1.00002e-05
0.00299495 8.09897e-14 1.00002e-05
0.00323333 3.14913e-14 1.00001e-05
0.00347172 4.66659e-14 1e-05
0.00371014 1.54179e-13 1e-05
0.00394857 5.59527e-13 1e-05
0.00418701 2.07597e-12 1e-05
0.00442546 7.93831e-12 1e-05
0.00466392 2.98167e-11 1e-05
0.00490238 1.10324e-10 1e-05
0.00514086 4.02299e-10 1e-05
0.00537934 1.44615e-09 1e-05
0.00561783 5.13285e-09 1e-05
0.00585632 1.79266e-08 1e-05
0.00609482 6.20045e-08 1e-05
0.00633332 2.11205e-07 1e-05
0.00657182 7.11086e-07 1e-05
0.00681033 2.35277e-06 1e-05
0.00704884 7.70873e-06 1e-05
0.00728736 2.48475e-05 1e-05
0.00752587 7.89232e-05 1e-05
0.00776439 0.00021506 1.19623e-05
0.00800291 0.000467792 1.62452e-05
0.00824144 0.000891497 2.13456e-05
0.00847996 0.00171865 2.71732e-05
0.00871849 0.00367881 3.40553e-05
0.00895702 0.00862792 4.25623e-05
0.00919555 0.0233745 5.31337e-05
0.00943408 0.0674102 6.59957e-05
