X vol_f_Field2 diameter_Field2
0.000139645 0.659426 0.000914971
0.000376525 0.659465 0.000913294
0.000613858 0.659517 0.000909998
0.000851483 0.659616 0.000905157
0.00108931 0.65976 0.000898792
0.00132727 0.659963 0.000890967
0.00156534 0.660217 0.000881752
0.00180349 0.660544 0.000871246
0.0020417 0.660937 0.000859549
0.00227996 0.661423 0.000846777
0.00251826 0.661989 0.000833033
0.00275659 0.662669 0.000818427
0.00299495 0.663428 0.000803051
0.00323333 0.66433 0.00078701
0.00347172 0.665306 0.000770378
0.00371014 0.666454 0.00075325
0.00394857 0.667664 0.000735674
0.00418701 0.669049 0.000717713
0.00442546 0.670408 0.000699381
0.00466392 0.671975 0.000680787
0.00490238 0.673473 0.000661922
0.00514086 0.675224 0.000642886
0.00537934 0.676853 0.000623633
0.00561783 0.678804 0.000604254
0.00585632 0.680534 0.000584657
0.00609482 0.682645 0.000564915
0.00633332 0.684434 0.000544914
0.00657182 0.686742 0.00052466
0.00681033 0.68864 0.000504056
0.00704884 0.691124 0.00048295
0.00728736 0.693136 0.000461351
0.00752587 0.695723 0.000438779
0.00776439 0.697922 0.00041544
0.00800291 0.700607 0.000390382
0.00824144 0.703034 0.000363905
0.00847996 0.706132 0.000334455
0.00871849 0.708921 0.000301695
0.00895702 0.713335 0.000262615
0.00919555 0.716728 0.0002159
0.00943408 0.724088 0.000160749
