X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 0.0778049 7.78085e-05 4.79809 4.81256
0.000376525 0.0788488 0.000107483 4.79764 4.81959
0.000613858 0.0807851 0.000131983 4.79628 4.82436
0.000851483 0.083566 0.000151506 4.79426 4.8271
0.00108931 0.0872291 0.000166892 4.7915 4.82796
0.00132727 0.091801 0.00017874 4.788 4.82712
0.00156534 0.0973156 0.000187754 4.78371 4.82474
0.00180349 0.103799 0.00019465 4.77856 4.82097
0.0020417 0.111281 0.000200054 4.77247 4.81577
0.00227996 0.119768 0.00020447 4.76534 4.80916
0.00251826 0.129247 0.000208286 4.75703 4.80116
0.00275659 0.139665 0.0002118 4.74738 4.79168
0.00299495 0.15104 0.000215248 4.73621 4.78059
0.00323333 0.163219 0.000218806 4.72329 4.7677
0.00347172 0.176084 0.000222609 4.70838 4.75282
0.00371014 0.189456 0.000226747 4.69123 4.7357
0.00394857 0.203168 0.000231273 4.6716 4.71613
0.00418701 0.217078 0.000236197 4.64927 4.69387
0.00442546 0.231053 0.000241485 4.62406 4.66875
0.00466392 0.244902 0.000247051 4.59584 4.64062
0.00490238 0.258482 0.000252772 4.56452 4.60941
0.00514086 0.271548 0.000258465 4.53008 4.57505
0.00537934 0.284108 0.000263955 4.49249 4.53751
0.00561783 0.296135 0.000269022 4.45176 4.49672
0.00585632 0.307602 0.000273471 4.40774 4.45257
0.00609482 0.318491 0.000277075 4.36039 4.40491
0.00633332 0.328885 0.000279682 4.3093 4.35336
0.00657182 0.338741 0.000281083 4.2544 4.29775
0.00681033 0.348226 0.000281194 4.19471 4.23716
0.00704884 0.357258 0.000279812 4.13049 4.17177
0.00728736 0.366025 0.000276912 4.05922 4.09909
0.00752587 0.374492 0.000272261 3.98294 4.02108
0.00776439 0.382835 0.000265787 3.8942 3.93038
0.00800291 0.39099 0.000257076 3.80128 3.83518
0.00824144 0.399237 0.000246031 3.68317 3.71452
0.00847996 0.407521 0.000231952 3.56036 3.5882
0.00871849 0.415898 0.000214549 3.38336 3.40804
0.00895702 0.424471 0.000192281 3.20359 3.22552
0.00919555 0.433602 0.000164669 2.88522 2.90388
0.00943408 0.446414 0.000131198 2.41845 2.43
