0.1775,8.98e+04
1.3489,9.13e+04
2.7333,9.743e+04
4.1886,1.0356e+05
5.6085,1.1124e+05
7.1704,1.2201e+05
8.5548,1.2969e+05
9.7262,1.4047e+05
10.8621,1.5281e+05
11.9625,1.6824e+05
13.1339,1.9142e+05
14.1633,2.177e+05
14.9442,2.4398e+05
15.6187,2.7183e+05
16.3641,3.105e+05
17.003,3.4763e+05
17.571,3.9406e+05
18.068,4.3275e+05
18.3519,4.6835e+05
18.6359,4.9776e+05
18.8844,5.3181e+05
19.1684,5.6896e+05
19.4523,6.0766e+05
19.6653,6.4481e+05
19.9493,6.8505e+05
20.1623,7.284e+05
20.3398,7.5471e+05
20.6592,7.9805e+05
20.8012,8.3521e+05
21.0497,8.801e+05
21.2272,9.2345e+05
21.3692,9.5751e+05
21.5112,9.8847e+05
21.6886,1.02562e+06
21.7951,1.06742e+06
21.9016,1.10303e+06
22.0081,1.1278e+06
22.1146,1.15876e+06
