X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 0.0031123 1.96111e-05 4.19068 4.19182
0.000376525 0.0042236 3.06104e-05 4.19043 4.19274
0.000613858 0.00536734 4.18245e-05 4.18931 4.19311
0.000851483 0.00647173 5.26667e-05 4.18754 4.19311
0.00108931 0.00768264 6.30291e-05 4.18506 4.19278
0.00132727 0.00916334 7.2779e-05 4.18185 4.19161
0.00156534 0.0109419 8.20872e-05 4.17793 4.18965
0.00180349 0.0130603 9.11686e-05 4.17326 4.18692
0.0020417 0.0155671 0.000100124 4.16782 4.18338
0.00227996 0.0185185 0.000108943 4.16157 4.17897
0.00251826 0.0219782 0.000117525 4.15448 4.17363
0.00275659 0.026019 0.000125702 4.14648 4.16723
0.00299495 0.0307196 0.00013329 4.13751 4.15969
0.00323333 0.0361647 0.000140155 4.12748 4.15088
0.00347172 0.0424407 0.000146262 4.1163 4.14072
0.00371014 0.0496377 0.00015169 4.10386 4.12911
0.00394857 0.0578442 0.000156597 4.09003 4.11597
0.00418701 0.0671327 0.000161193 4.07464 4.1012
0.00442546 0.0775614 0.000165687 4.05751 4.08465
0.00466392 0.0891313 0.000170259 4.03838 4.0661
0.00490238 0.101841 0.000175099 4.01702 4.04518
0.00514086 0.115627 0.000180376 3.99308 4.02173
0.00537934 0.130366 0.000186226 3.96622 3.99536
0.00561783 0.145896 0.000192725 3.93607 3.96573
0.00585632 0.161952 0.000199881 3.90223 3.93247
0.00609482 0.178303 0.000207593 3.86442 3.89525
0.00633332 0.194635 0.000215669 3.8223 3.85375
0.00657182 0.210709 0.000223778 3.77579 3.80779
0.00681033 0.226326 0.000231546 3.72446 3.75698
0.00704884 0.241364 0.000238469 3.66832 3.70118
0.00728736 0.255789 0.000244107 3.60637 3.63938
0.00752587 0.269566 0.000247897 3.53848 3.5714
0.00776439 0.282745 0.000249455 3.46183 3.49427
0.00800291 0.295427 0.000248207 3.37768 3.40925
0.00824144 0.307952 0.000243863 3.27652 3.30683
0.00847996 0.320371 0.000235688 3.16638 3.19486
0.00871849 0.332742 0.000223193 3.01419 3.03989
0.00895702 0.344978 0.000204668 2.84451 2.86791
0.00919555 0.357904 0.000179379 2.57413 2.59477
0.00943408 0.374852 0.0001474 2.14813 2.1618
