X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 0.0627598 9.67042e-05 4.60321 4.61979
0.000376525 0.063556 0.000120608 4.60261 4.62465
0.000613858 0.0650387 0.00014026 4.60096 4.62746
0.000851483 0.0671922 0.000155765 4.59855 4.6285
0.00108931 0.0700369 0.000168318 4.59529 4.62795
0.00132727 0.0736012 0.000178775 4.5912 4.62602
0.00156534 0.0779136 0.000187801 4.58622 4.62282
0.00180349 0.0830071 0.000195923 4.5803 4.61845
0.0020417 0.0889091 0.000203564 4.57338 4.61294
0.00227996 0.0956402 0.000211068 4.56537 4.60627
0.00251826 0.103217 0.000218721 4.55616 4.59842
0.00275659 0.111635 0.000226768 4.54562 4.58922
0.00299495 0.120879 0.000235414 4.53358 4.57854
0.00323333 0.130892 0.000244822 4.51987 4.56627
0.00347172 0.141613 0.000255106 4.50429 4.55225
0.00371014 0.15291 0.000266317 4.48663 4.53627
0.00394857 0.164727 0.000278438 4.46669 4.51812
0.00418701 0.1768 0.000291345 4.44428 4.49759
0.00442546 0.189078 0.000304841 4.41928 4.4745
0.00466392 0.201328 0.000318609 4.39158 4.4487
0.00490238 0.213495 0.000332271 4.3611 4.42006
0.00514086 0.225384 0.000345374 4.32785 4.38847
0.00537934 0.237024 0.000357481 4.29172 4.35379
0.00561783 0.248226 0.000368142 4.25273 4.31594
0.00585632 0.259142 0.000377033 4.21061 4.2746
0.00609482 0.269547 0.000383832 4.16534 4.22968
0.00633332 0.279742 0.000388424 4.11628 4.18057
0.00657182 0.289401 0.000390607 4.0636 4.12735
0.00681033 0.298976 0.000390442 4.00583 4.0686
0.00704884 0.308027 0.000387753 3.94397 4.00531
0.00728736 0.317104 0.000382699 3.87425 3.93372
0.00752587 0.325713 0.000375046 3.80064 3.85781
0.00776439 0.334495 0.00036496 3.71272 3.76718
0.00800291 0.342897 0.000351908 3.62311 3.67445
0.00824144 0.351641 0.000336047 3.50476 3.55261
0.00847996 0.360227 0.000316647 3.38677 3.43001
0.00871849 0.369122 0.000293925 3.20837 3.24749
0.00895702 0.378013 0.000266894 3.03173 3.0672
0.00919555 0.3883 0.000237489 2.70963 2.7413
0.00943408 0.400379 0.000213775 2.25004 2.27244
