X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 0.000460687 1.04748e-05 4.22536 4.22551
0.000376525 0.00140017 1.58071e-05 4.22517 4.22562
0.000613858 0.00318978 2.29213e-05 4.2244 4.22545
0.000851483 0.00541486 3.13798e-05 4.22326 4.22535
0.00108931 0.00761408 4.06931e-05 4.22166 4.22517
0.00132727 0.00960372 5.02769e-05 4.21954 4.22467
0.00156534 0.0115765 5.96961e-05 4.21682 4.22395
0.00180349 0.0138363 6.86343e-05 4.21347 4.22254
0.0020417 0.0164981 7.70688e-05 4.20945 4.22034
0.00227996 0.0196104 8.52012e-05 4.20471 4.21737
0.00251826 0.0232399 9.3166e-05 4.19922 4.2136
0.00275659 0.0274564 0.000100991 4.19294 4.20897
0.00299495 0.0323448 0.000108606 4.18578 4.20337
0.00323333 0.0379983 0.000115856 4.17767 4.19669
0.00347172 0.0445149 0.00012254 4.16851 4.18877
0.00371014 0.051992 0.000128457 4.15817 4.17945
0.00394857 0.0605176 0.000133481 4.14649 4.16857
0.00418701 0.0701886 0.0001376 4.13329 4.15596
0.00442546 0.0810739 0.00014088 4.11838 4.14146
0.00466392 0.0932159 0.000143445 4.1015 4.12478
0.00490238 0.106623 0.000145458 4.08239 4.10568
0.00514086 0.121266 0.000147089 4.06073 4.08387
0.00537934 0.137062 0.000148488 4.03616 4.05904
0.00561783 0.153844 0.000149784 4.00827 4.03083
0.00585632 0.171432 0.000151076 3.97665 3.99884
0.00609482 0.18953 0.000152426 3.94087 3.96265
0.00633332 0.207948 0.00015386 3.90051 3.92187
0.00657182 0.226352 0.000155353 3.85518 3.87607
0.00681033 0.244641 0.000156847 3.80452 3.82491
0.00704884 0.262527 0.000158205 3.7481 3.76796
0.00728736 0.279795 0.000159266 3.68552 3.70484
0.00752587 0.296324 0.000159794 3.61599 3.63468
0.00776439 0.312142 0.000159547 3.53835 3.55633
0.00800291 0.327399 0.000158198 3.45142 3.46855
0.00824144 0.342278 0.00015544 3.35035 3.36647
0.00847996 0.356892 0.000150803 3.23608 3.25102
0.00871849 0.371263 0.000143809 3.08708 3.10032
0.00895702 0.385354 0.000133587 2.91228 2.92403
0.00919555 0.399874 0.000120012 2.64643 2.65662
0.00943408 0.417884 0.000104925 2.22161 2.22817
