X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 0.0722286 4.44198e-05 4.71803 4.72455
0.000376525 0.0733121 7.548e-05 4.71804 4.73197
0.000613858 0.0750946 0.000100623 4.71683 4.73698
0.000851483 0.0776077 0.000121407 4.71496 4.74019
0.00108931 0.0808569 0.000139192 4.71233 4.74181
0.00132727 0.0848807 0.000154397 4.70895 4.74195
0.00156534 0.0897192 0.000167197 4.70475 4.74062
0.00180349 0.0954218 0.000177862 4.6997 4.73785
0.0020417 0.102008 0.000186785 4.69371 4.73369
0.00227996 0.109486 0.000194403 4.68668 4.72812
0.00251826 0.117908 0.000201139 4.67848 4.721
0.00275659 0.127244 0.000207364 4.66897 4.71236
0.00299495 0.137493 0.000213393 4.65795 4.70207
0.00323333 0.148612 0.000219482 4.64523 4.69001
0.00347172 0.160521 0.000225833 4.63058 4.676
0.00371014 0.173081 0.000232596 4.61376 4.65981
0.00394857 0.186196 0.000239864 4.59451 4.64122
0.00418701 0.199604 0.000247651 4.57259 4.62
0.00442546 0.213176 0.00025592 4.54778 4.59591
0.00466392 0.226679 0.000264547 4.51998 4.56885
0.00490238 0.239992 0.000273357 4.48907 4.53866
0.00514086 0.252971 0.000282093 4.45503 4.50529
0.00537934 0.265503 0.000290479 4.41783 4.46869
0.00561783 0.277542 0.000298197 4.3775 4.42882
0.00585632 0.289068 0.000304959 4.33389 4.38549
0.00609482 0.300025 0.000310467 4.28697 4.3386
0.00633332 0.31053 0.000314524 4.23628 4.28768
0.00657182 0.32049 0.000316903 4.18179 4.23263
0.00681033 0.330122 0.000317536 4.12241 4.17239
0.00704884 0.339298 0.000316259 4.05858 4.10732
0.00728736 0.348243 0.000313102 3.98743 4.03462
0.00752587 0.356868 0.000307813 3.91155 3.9568
0.00776439 0.365381 0.000300341 3.82264 3.86564
0.00800291 0.373684 0.000290321 3.73033 3.7707
0.00824144 0.382093 0.000277715 3.61152 3.64894
0.00847996 0.390503 0.00026191 3.48991 3.52335
0.00871849 0.399003 0.000242751 3.31197 3.34187
0.00895702 0.407577 0.000218966 3.13127 3.15778
0.00919555 0.416873 0.000190514 2.8142 2.83817
0.00943408 0.429556 0.000158175 2.34905 2.36412
