X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 0.0594245 3.86468e-05 4.68453 4.69004
0.000376525 0.0606533 6.54684e-05 4.68884 4.7003
0.000613858 0.0623972 8.80936e-05 4.68648 4.70145
0.000851483 0.0648351 0.000107129 4.68248 4.70143
0.00108931 0.0679743 0.000123762 4.68492 4.70677
0.00132727 0.0718905 0.000138487 4.68066 4.71144
0.00156534 0.0765522 0.000151221 4.67065 4.69676
0.00180349 0.0819827 0.000161976 4.67266 4.70404
0.0020417 0.0883266 0.000170813 4.67375 4.7097
0.00227996 0.095725 0.000177975 4.66401 4.70306
0.00251826 0.104082 0.00018376 4.65359 4.69211
0.00275659 0.113308 0.000188506 4.64628 4.68541
0.00299495 0.123524 0.000192543 4.63791 4.67708
0.00323333 0.134702 0.000196159 4.62575 4.66513
0.00347172 0.146846 0.000199589 4.61265 4.65214
0.00371014 0.159799 0.000203021 4.59756 4.63708
0.00394857 0.173519 0.000206609 4.57996 4.61942
0.00418701 0.18777 0.000210456 4.56003 4.5994
0.00442546 0.202433 0.00021463 4.53729 4.57663
0.00466392 0.217241 0.000219139 4.51142 4.55076
0.00490238 0.231971 0.000223949 4.48233 4.52163
0.00514086 0.246453 0.000228966 4.44984 4.48913
0.00537934 0.260574 0.000234069 4.41393 4.45319
0.00561783 0.27424 0.00023908 4.37458 4.41378
0.00585632 0.287368 0.000243814 4.33162 4.37074
0.00609482 0.299876 0.000248031 4.28511 4.32404
0.00633332 0.311724 0.00025155 4.23477 4.27342
0.00657182 0.322946 0.000254119 4.1805 4.21869
0.00681033 0.333676 0.000255589 4.12154 4.15911
0.00704884 0.343865 0.000255733 4.05794 4.09465
0.00728736 0.353669 0.000254469 3.98762 4.02326
0.00752587 0.363091 0.000251557 3.91196 3.94623
0.00776439 0.372277 0.000246864 3.82469 3.85738
0.00800291 0.381209 0.000240015 3.73236 3.76316
0.00824144 0.390174 0.000230888 3.61666 3.6453
0.00847996 0.399125 0.000218904 3.49464 3.52026
0.00871849 0.408105 0.000203815 3.3221 3.34505
0.00895702 0.417271 0.000184447 3.14156 3.16216
0.00919555 0.426953 0.00016063 2.83194 2.84988
0.00943408 0.440217 0.000132769 2.3712 2.38284
