X vol_f_Field2 diameter_Field2
0.000139645 0.696585 0.00077273
0.000376525 0.696654 0.000771209
0.000613858 0.696804 0.000768314
0.000851483 0.697037 0.000764083
0.00108931 0.697344 0.000758544
0.00132727 0.697742 0.000751769
0.00156534 0.698215 0.000743808
0.00180349 0.698793 0.000734757
0.0020417 0.699434 0.000724667
0.00227996 0.700182 0.000713649
0.00251826 0.700992 0.000701767
0.00275659 0.7019 0.000689146
0.00299495 0.70289 0.000675845
0.00323333 0.703957 0.000661992
0.00347172 0.70514 0.00064764
0.00371014 0.70636 0.000632908
0.00394857 0.707717 0.000617846
0.00418701 0.70909 0.000602548
0.00442546 0.710592 0.000587065
0.00466392 0.712119 0.000571452
0.00490238 0.71374 0.000555754
0.00514086 0.715414 0.000539993
0.00537934 0.717164 0.000524193
0.00561783 0.718975 0.000508346
0.00585632 0.720847 0.000492449
0.00609482 0.722786 0.000476463
0.00633332 0.724762 0.000460335
0.00657182 0.726823 0.000444006
0.00681033 0.728919 0.000427374
0.00704884 0.731117 0.000410349
0.00728736 0.733325 0.000392757
0.00752587 0.735676 0.000374468
0.00776439 0.738005 0.000355178
0.00800291 0.740604 0.000334669
0.00824144 0.743082 0.000312407
0.00847996 0.746427 0.000287872
0.00871849 0.74916 0.000260073
0.00895702 0.75447 0.000226621
0.00919555 0.757231 0.000186783
0.00943408 0.767444 0.000136956
