X vol_f_Field2 diameter_Field2
0.000139645 1.36852e-05 1e-05
0.000376525 7.78113e-05 1e-05
0.000613858 0.000420204 1.46338e-05
0.000851483 0.00135761 2.08016e-05
0.00108931 0.00288684 2.83291e-05
0.00132727 0.00470364 3.67788e-05
0.00156534 0.00653293 4.55885e-05
0.00180349 0.00831357 5.43029e-05
0.0020417 0.0102564 6.26451e-05
0.00227996 0.0126039 7.04924e-05
0.00251826 0.0154016 7.80159e-05
0.00275659 0.0187167 8.53912e-05
0.00299495 0.0226281 9.26872e-05
0.00323333 0.0272171 9.98806e-05
0.00347172 0.0325814 0.000106875
0.00371014 0.0388257 0.000113519
0.00394857 0.0460484 0.00011964
0.00418701 0.0543339 0.000125098
0.00442546 0.0638069 0.00012984
0.00466392 0.0745576 0.000133897
0.00490238 0.0866445 0.000137347
0.00514086 0.100058 0.000140314
0.00537934 0.114787 0.000142953
0.00561783 0.130757 0.000145408
0.00585632 0.147775 0.000147802
0.00609482 0.165625 0.000150227
0.00633332 0.184056 0.000152733
0.00657182 0.20276 0.000155314
0.00681033 0.221567 0.000157914
0.00704884 0.240145 0.000160392
0.00728736 0.258251 0.000162564
0.00752587 0.275691 0.000164151
0.00776439 0.292377 0.000164866
0.00800291 0.308441 0.000164344
0.00824144 0.324023 0.000162242
0.00847996 0.339229 0.00015809
0.00871849 0.354175 0.000151503
0.00895702 0.368711 0.000141614
0.00919555 0.383522 0.000128316
0.00943408 0.40175 0.000113133
