X vol_f_Field2 diameter_Field2
0.000139645 0.557502 0.000818997
0.000376525 0.55756 0.000817571
0.000613858 0.557676 0.000814779
0.000851483 0.557881 0.0008107
0.00108931 0.558158 0.000805325
0.00132727 0.55852 0.000798732
0.00156534 0.558961 0.000790967
0.00180349 0.559489 0.000782117
0.0020417 0.560109 0.000772269
0.00227996 0.560824 0.000761512
0.00251826 0.561635 0.000749948
0.00275659 0.562558 0.000737649
0.00299495 0.563564 0.000724698
0.00323333 0.564649 0.000711162
0.00347172 0.565808 0.000697123
0.00371014 0.567049 0.000682626
0.00394857 0.568367 0.000667746
0.00418701 0.56977 0.000652508
0.00442546 0.571247 0.000636979
0.00466392 0.572804 0.000621155
0.00490238 0.574426 0.000605106
0.00514086 0.576124 0.000588796
0.00537934 0.577879 0.000572305
0.00561783 0.579707 0.000555547
0.00585632 0.581586 0.000538619
0.00609482 0.58353 0.000521376
0.00633332 0.585532 0.000503933
0.00657182 0.587611 0.000486051
0.00681033 0.589697 0.000467906
0.00704884 0.591919 0.000449077
0.00728736 0.594129 0.000429863
0.00752587 0.596548 0.000409523
0.00776439 0.598954 0.000388579
0.00800291 0.60168 0.000365692
0.00824144 0.604359 0.00034181
0.00847996 0.607563 0.000314509
0.00871849 0.610743 0.000284791
0.00895702 0.614741 0.000248334
0.00919555 0.618268 0.000203971
0.00943408 0.625453 0.000147719
