X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 0.0361862 7.53294e-05 4.64006 4.6526
0.000376525 0.036994 9.28328e-05 4.63969 4.65627
0.000613858 0.0384742 0.000107755 4.63852 4.65849
0.000851483 0.0406196 0.000120292 4.63677 4.65951
0.00108931 0.0434594 0.00013117 4.6344 4.65945
0.00132727 0.0470392 0.000140648 4.63141 4.6584
0.00156534 0.0514104 0.000148759 4.62779 4.65636
0.00180349 0.0566328 0.000155469 4.6235 4.65329
0.0020417 0.0627592 0.000160775 4.6185 4.64917
0.00227996 0.069865 0.000164753 4.61274 4.64397
0.00251826 0.0780272 0.000167541 4.60616 4.63768
0.00275659 0.0871937 0.00016931 4.59866 4.63049
0.00299495 0.0974589 0.00017025 4.59545 4.62915
0.00323333 0.108871 0.000170542 4.58557 4.61898
0.00347172 0.121343 0.000170347 4.57431 4.60714
0.00371014 0.134837 0.000169804 4.56144 4.59355
0.00394857 0.149261 0.000169026 4.54674 4.57806
0.00418701 0.164511 0.000168112 4.52995 4.56042
0.00442546 0.18043 0.000167138 4.51081 4.54038
0.00466392 0.196859 0.000166169 4.489 4.51765
0.00490238 0.213616 0.000165253 4.46425 4.49197
0.00514086 0.230518 0.000164422 4.43629 4.46307
0.00537934 0.247391 0.000163692 4.40486 4.43069
0.00561783 0.264057 0.000163063 4.36971 4.39462
0.00585632 0.280394 0.000162515 4.33069 4.35467
0.00609482 0.296257 0.00016201 4.28756 4.31064
0.00633332 0.311609 0.000161499 4.24019 4.26237
0.00657182 0.326351 0.000160904 4.18826 4.20955
0.00681033 0.340526 0.00016015 4.13155 4.15194
0.00704884 0.354078 0.000159122 4.06949 4.08897
0.00728736 0.367124 0.000157722 4.00148 4.02
0.00752587 0.379641 0.000155785 3.92674 3.94425
0.00776439 0.391784 0.000153174 3.84303 3.85947
0.00800291 0.4036 0.000149634 3.75076 3.76602
0.00824144 0.415366 0.000144943 3.64167 3.65564
0.00847996 0.42697 0.000138584 3.5189 3.5311
0.00871849 0.438684 0.00013011 3.35875 3.3694
0.00895702 0.450645 0.000118348 3.17777 3.18686
0.00919555 0.4635 0.000102454 2.88815 2.8957
0.00943408 0.481888 8.20717e-05 2.44165 2.44516
