X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 0.117891 0.000180055 4.88833 4.92501
0.000376525 0.118873 0.000212453 4.88736 4.93218
0.000613858 0.120785 0.000230575 4.88556 4.93489
0.000851483 0.123546 0.000241286 4.883 4.93486
0.00108931 0.127227 0.000248528 4.87955 4.93294
0.00132727 0.131815 0.000254162 4.87517 4.92958
0.00156534 0.137332 0.000259177 4.86978 4.92497
0.00180349 0.143759 0.000264136 4.86329 4.91915
0.0020417 0.151085 0.000269396 4.85559 4.91212
0.00227996 0.159264 0.000275203 4.84654 4.90378
0.00251826 0.16824 0.000281733 4.83598 4.89403
0.00275659 0.177923 0.000289108 4.82372 4.88271
0.00299495 0.18821 0.000297396 4.80959 4.86964
0.00323333 0.198964 0.0003066 4.7934 4.85462
0.00347172 0.21006 0.000316661 4.77497 4.83749
0.00371014 0.221331 0.000327429 4.75416 4.81804
0.00394857 0.232665 0.000338681 4.73088 4.79617
0.00418701 0.243897 0.000350103 4.70506 4.77173
0.00442546 0.254976 0.000361343 4.67668 4.74465
0.00466392 0.265756 0.000371982 4.64574 4.71486
0.00490238 0.276266 0.000381661 4.6122 4.68223
0.00514086 0.286371 0.000389999 4.57606 4.64673
0.00537934 0.296181 0.000396778 4.53718 4.60814
0.00561783 0.305564 0.000401755 4.49547 4.56638
0.00585632 0.314693 0.000404905 4.45062 4.52108
0.00609482 0.323393 0.000406093 4.40257 4.47221
0.00633332 0.331919 0.000405445 4.35064 4.41906
0.00657182 0.340031 0.000402834 4.29501 4.36187
0.00681033 0.348066 0.000398488 4.23409 4.29901
0.00704884 0.355717 0.000392192 4.16907 4.23176
0.00728736 0.363381 0.000384167 4.09582 4.15593
0.00752587 0.37071 0.000373958 4.01892 4.07614
0.00776439 0.378171 0.000361826 3.92686 3.98086
0.00800291 0.385403 0.000346987 3.83399 3.88445
0.00824144 0.392869 0.00032969 3.70997 3.75666
0.00847996 0.400301 0.000308517 3.59125 3.63387
0.00871849 0.408038 0.000283516 3.40633 3.44491
0.00895702 0.415894 0.000251968 3.22464 3.25885
0.00919555 0.425038 0.000214363 2.88587 2.91458
0.00943408 0.435824 0.000172869 2.40911 2.42668
