X vol_f_Field2 diameter_Field2
0.000139645 0.643856 0.0010148
0.000376525 0.64387 0.00101295
0.000613858 0.643878 0.00100927
0.000851483 0.643891 0.00100378
0.00108931 0.643913 0.000996531
0.00132727 0.643953 0.000987603
0.00156534 0.644017 0.000977119
0.00180349 0.644139 0.000965222
0.0020417 0.644311 0.000952049
0.00227996 0.644575 0.000937731
0.00251826 0.644907 0.000922391
0.00275659 0.645344 0.000906139
0.00299495 0.645839 0.000889083
0.00323333 0.646486 0.000871317
0.00347172 0.647197 0.000852931
0.00371014 0.648095 0.000834006
0.00394857 0.64908 0.000814619
0.00418701 0.650278 0.000794836
0.00442546 0.651529 0.000774721
0.00466392 0.652997 0.000754321
0.00490238 0.654488 0.000733659
0.00514086 0.656147 0.000712729
0.00537934 0.657796 0.00069154
0.00561783 0.659692 0.000670112
0.00585632 0.661472 0.000648453
0.00609482 0.663538 0.000626526
0.00633332 0.66536 0.00060433
0.00657182 0.667597 0.00058175
0.00681033 0.669445 0.000558811
0.00704884 0.671918 0.000535212
0.00728736 0.673808 0.000511106
0.00752587 0.676486 0.000485831
0.00776439 0.678523 0.000459761
0.00800291 0.681472 0.000431611
0.00824144 0.683738 0.00040209
0.00847996 0.687125 0.000368881
0.00871849 0.689758 0.000332588
0.00895702 0.694274 0.000289053
0.00919555 0.69716 0.000237037
0.00943408 0.704464 0.000175288
