X vol_f_Field2 diameter_Field2
0.000139645 1.34556e-15 1e-05
0.000376525 1.34703e-15 1e-05
0.000613858 1.35045e-15 1e-05
0.000851483 1.35572e-15 1e-05
0.00108931 1.3608e-15 1e-05
0.00132727 1.36394e-15 1e-05
0.00156534 1.33583e-15 1e-05
0.00180349 1.19687e-15 1e-05
0.0020417 8.26694e-16 1e-05
0.00227996 5.33946e-16 1e-05
0.00251826 1.1299e-15 1e-05
0.00275659 3.51163e-15 1e-05
0.00299495 1.13343e-14 1e-05
0.00323333 3.637e-14 1e-05
0.00347172 1.1546e-13 1e-05
0.00371014 3.62062e-13 1e-05
0.00394857 1.133e-12 1e-05
0.00418701 3.63124e-12 1e-05
0.00442546 1.16232e-11 1e-05
0.00466392 3.65462e-11 1e-05
0.00490238 1.13232e-10 1e-05
0.00514086 3.45457e-10 1e-05
0.00537934 1.03894e-09 1e-05
0.00561783 3.08268e-09 1e-05
0.00585632 9.0135e-09 1e-05
0.00609482 2.60266e-08 1e-05
0.00633332 7.40389e-08 1e-05
0.00657182 2.08322e-07 1e-05
0.00681033 5.76813e-07 1e-05
0.00704884 1.58484e-06 1e-05
0.00728736 4.28408e-06 1e-05
0.00752587 1.15152e-05 1e-05
0.00776439 3.04012e-05 1e-05
0.00800291 7.97373e-05 1.03995e-05
0.00824144 0.000169093 1.38206e-05
0.00847996 0.00031049 1.78848e-05
0.00871849 0.000572554 2.24783e-05
0.00895702 0.00121751 2.79379e-05
0.00919555 0.00294664 3.50442e-05
0.00943408 0.00900003 4.52197e-05
