X vol_f_Field2 diameter_Field2
0.000139645 1.81693e-14 1.00147e-05
0.000376525 5.79628e-14 1.02478e-05
0.000613858 2.20582e-13 1.15467e-05
0.000851483 7.11804e-13 1.43096e-05
0.00108931 2.14088e-12 1.72762e-05
0.00132727 6.1458e-12 1.91234e-05
0.00156534 1.71339e-11 1.99581e-05
0.00180349 4.77e-11 2.02824e-05
0.0020417 1.32522e-10 2.04005e-05
0.00227996 3.66559e-10 2.04531e-05
0.00251826 1.00703e-09 2.05034e-05
0.00275659 2.74092e-09 2.05546e-05
0.00299495 7.34802e-09 2.06092e-05
0.00323333 1.94016e-08 2.06733e-05
0.00347172 5.08482e-08 2.07638e-05
0.00371014 1.31399e-07 2.0922e-05
0.00394857 3.31455e-07 2.12551e-05
0.00418701 8.01793e-07 2.20419e-05
0.00442546 1.81049e-06 2.4023e-05
0.00466392 3.76365e-06 2.68286e-05
0.00490238 7.32524e-06 2.98359e-05
0.00514086 1.34241e-05 3.29957e-05
0.00537934 2.35718e-05 3.63126e-05
0.00561783 4.0126e-05 3.9737e-05
0.00585632 6.90154e-05 4.33633e-05
0.00609482 0.000120168 4.71672e-05
0.00633332 0.000212817 5.13473e-05
0.00657182 0.000379524 5.5824e-05
0.00681033 0.000679874 6.05258e-05
0.00704884 0.00119533 6.52511e-05
0.00728736 0.00205719 7.00386e-05
0.00752587 0.00347733 7.48826e-05
0.00776439 0.00579236 7.97934e-05
0.00800291 0.00954937 8.48739e-05
0.00824144 0.0156524 9.04137e-05
0.00847996 0.0254899 9.69906e-05
0.00871849 0.041336 0.000105613
0.00895702 0.0654325 0.000117872
0.00919555 0.100008 0.00013497
0.00943408 0.138734 0.000159437
