X vol_f_Field2 diameter_Field2
0.000139645 1.71995e-17 1e-05
0.000376525 3.98677e-17 1e-05
0.000613858 2.12169e-16 1e-05
0.000851483 2.23635e-17 1e-05
0.00108931 5.78815e-17 1e-05
0.00132727 1.04814e-17 1e-05
0.00156534 2.1983e-17 1e-05
0.00180349 1.96861e-17 1e-05
0.0020417 1.03555e-17 1e-05
0.00227996 1.34512e-17 1e-05
0.00251826 9.85447e-18 1e-05
0.00275659 3.34771e-17 1e-05
0.00299495 4.02954e-17 1e-05
0.00323333 8.82671e-18 1e-05
0.00347172 3.10055e-17 1e-05
0.00371014 1.73929e-16 1e-05
0.00394857 9.18643e-16 1e-05
0.00418701 8.89046e-15 1e-05
0.00442546 8.70058e-14 1e-05
0.00466392 8.56631e-13 1e-05
0.00490238 8.84186e-12 1e-05
0.00514086 8.96613e-11 1e-05
0.00537934 8.94275e-10 1e-05
0.00561783 8.70033e-09 1e-05
0.00585632 8.20389e-08 1e-05
0.00609482 7.46942e-07 1e-05
0.00633332 6.71243e-06 1e-05
0.00657182 5.23082e-05 1.04492e-05
0.00681033 0.000242227 1.64257e-05
0.00704884 0.00076902 2.51315e-05
0.00728736 0.00188518 3.52313e-05
0.00752587 0.00388086 4.458e-05
0.00776439 0.00745673 5.33344e-05
0.00800291 0.0133955 6.18791e-05
0.00824144 0.0231903 6.96165e-05
0.00847996 0.0385916 7.62187e-05
0.00871849 0.063165 8.20867e-05
0.00895702 0.0980378 8.79896e-05
0.00919555 0.145901 9.37172e-05
0.00943408 0.201622 9.7297e-05
