X vol_f_Field2 diameter_Field2
0.000139645 4.94362e-06 2.79828e-05
0.000376525 7.5165e-06 3.23184e-05
0.000613858 1.35295e-05 3.64023e-05
0.000851483 2.46557e-05 4.0377e-05
0.00108931 4.30259e-05 4.43531e-05
0.00132727 7.10108e-05 4.83433e-05
0.00156534 0.000110987 5.23346e-05
0.00180349 0.000165913 5.63107e-05
0.0020417 0.000243261 6.02549e-05
0.00227996 0.000354753 6.41488e-05
0.00251826 0.000512367 6.80497e-05
0.00275659 0.000731837 7.1996e-05
0.00299495 0.00103339 7.60021e-05
0.00323333 0.00144264 8.00728e-05
0.00347172 0.00199122 8.42065e-05
0.00371014 0.00271887 8.83946e-05
0.00394857 0.00367413 9.26188e-05
0.00418701 0.00491615 9.68511e-05
0.00442546 0.00651516 0.000101055
0.00466392 0.00855684 0.000105193
0.00490238 0.0111422 0.000109236
0.00514086 0.0143874 0.000113178
0.00537934 0.0184347 0.000117046
0.00561783 0.0234369 0.000120905
0.00585632 0.0295909 0.000124859
0.00609482 0.0370776 0.00012904
0.00633332 0.0460796 0.00013361
0.00657182 0.0567809 0.000138744
0.00681033 0.0693611 0.000144625
0.00704884 0.0839512 0.000151378
0.00728736 0.100399 0.000159009
0.00752587 0.118534 0.000167361
0.00776439 0.137842 0.000176002
0.00800291 0.15799 0.000184173
0.00824144 0.178479 0.00019079
0.00847996 0.199151 0.000194515
0.00871849 0.219415 0.000193863
0.00895702 0.239114 0.000187351
0.00919555 0.259663 0.00017429
0.00943408 0.284131 0.000154906
