X vol_f_Field2 diameter_Field2
0.000139645 0.000226833 3.54101e-05
0.000376525 0.000265832 4.19648e-05
0.000613858 0.000334247 4.76464e-05
0.000851483 0.000431993 5.27005e-05
0.00108931 0.000564765 5.74417e-05
0.00132727 0.000746665 6.19814e-05
0.00156534 0.000994443 6.63872e-05
0.00180349 0.00132616 7.07452e-05
0.0020417 0.00176483 7.511e-05
0.00227996 0.00233892 7.95159e-05
0.00251826 0.00308314 8.39802e-05
0.00275659 0.00404019 8.85134e-05
0.00299495 0.00526022 9.31152e-05
0.00323333 0.00680119 9.77742e-05
0.00347172 0.00873445 0.000102471
0.00371014 0.0111378 0.000107173
0.00394857 0.0141048 0.000111841
0.00418701 0.0177408 0.000116427
0.00442546 0.0221524 0.000120899
0.00466392 0.0274518 0.000125239
0.00490238 0.0338045 0.000129465
0.00514086 0.0413176 0.000133618
0.00537934 0.0501399 0.000137781
0.00561783 0.0604111 0.000142052
0.00585632 0.0722116 0.00014654
0.00609482 0.0856013 0.000151326
0.00633332 0.100495 0.000156462
0.00657182 0.116814 0.000161971
0.00681033 0.134349 0.000167797
0.00704884 0.152808 0.000173777
0.00728736 0.171799 0.00017962
0.00752587 0.190956 0.00018489
0.00776439 0.209863 0.00018905
0.00800291 0.228394 0.000191458
0.00824144 0.246565 0.000191467
0.00847996 0.264475 0.000188336
0.00871849 0.282029 0.000181326
0.00895702 0.299268 0.000169471
0.00919555 0.317027 0.000151805
0.00943408 0.339274 0.000126788
