X vol_f_Field2 diameter_Field2
0.000139645 0.020429 3.04649e-05
0.000376525 0.0217946 5.78452e-05
0.000613858 0.0231235 8.02775e-05
0.000851483 0.0248463 9.88675e-05
0.00108931 0.0269584 0.000115232
0.00132727 0.0294991 0.000129994
0.00156534 0.032504 0.000143267
0.00180349 0.0360279 0.00015503
0.0020417 0.0401203 0.000165346
0.00227996 0.0448509 0.000174422
0.00251826 0.0502734 0.000182568
0.00275659 0.0564627 0.000190141
0.00299495 0.0634579 0.000197503
0.00323333 0.0713136 0.000205014
0.00347172 0.080088 0.000212987
0.00371014 0.0897567 0.00022171
0.00394857 0.100366 0.000231462
0.00418701 0.111866 0.000242477
0.00442546 0.12418 0.000254919
0.00466392 0.137163 0.000268837
0.00490238 0.150597 0.000284129
0.00514086 0.164244 0.000300498
0.00537934 0.177914 0.000317488
0.00561783 0.191425 0.000334425
0.00585632 0.204718 0.000350606
0.00609482 0.217588 0.000365206
0.00633332 0.230132 0.000377655
0.00657182 0.242139 0.000387324
0.00681033 0.253882 0.000394039
0.00704884 0.265147 0.00039744
0.00728736 0.276189 0.000397621
0.00752587 0.286805 0.000394241
0.00776439 0.29729 0.000387467
0.00800291 0.30753 0.000376803
0.00824144 0.317937 0.000362416
0.00847996 0.328293 0.00034312
0.00871849 0.338824 0.000318444
0.00895702 0.349501 0.000285689
0.00919555 0.361215 0.000243983
0.00943408 0.37651 0.000192172
