X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 0.000317558 1e-05 4.16696 4.16701
0.000376525 0.00125112 1.38989e-05 4.16672 4.16696
0.000613858 0.00336637 2.39198e-05 4.16576 4.16666
0.000851483 0.00567522 3.68899e-05 4.1643 4.16665
0.00108931 0.00755489 5.12574e-05 4.16218 4.16668
0.00132727 0.00925868 6.54436e-05 4.15934 4.16682
0.00156534 0.0111925 7.84128e-05 4.15574 4.16598
0.00180349 0.0134494 9.01869e-05 4.15139 4.16413
0.0020417 0.0160602 0.000101253 4.14626 4.16137
0.00227996 0.0190862 0.000111855 4.14033 4.15766
0.00251826 0.022578 0.000121972 4.13354 4.15294
0.00275659 0.0266181 0.000131427 4.12582 4.1471
0.00299495 0.0312764 0.000140032 4.11711 4.14003
0.00323333 0.0366029 0.000147704 4.10733 4.13163
0.00347172 0.0427399 0.000154521 4.09637 4.12182
0.00371014 0.0497624 0.000160674 4.08411 4.11054
0.00394857 0.0576876 0.000166418 4.0704 4.09767
0.00418701 0.0666983 0.000172061 4.05507 4.08313
0.00442546 0.0767914 0.000177878 4.0379 4.06679
0.00466392 0.08789 0.000184092 4.01865 4.04838
0.00490238 0.100161 0.000190963 3.99706 4.02755
0.00514086 0.113425 0.000198689 3.97277 4.00416
0.00537934 0.127623 0.000207434 3.94544 3.97778
0.00561783 0.142521 0.00021725 3.91471 3.9481
0.00585632 0.157887 0.000228082 3.88029 3.91483
0.00609482 0.173437 0.000239687 3.84188 3.87763
0.00633332 0.188925 0.000251697 3.79931 3.8363
0.00657182 0.20406 0.000263521 3.75248 3.79065
0.00681033 0.218777 0.000274573 3.70104 3.74027
0.00704884 0.232842 0.000284076 3.64492 3.68494
0.00728736 0.246434 0.000291529 3.58297 3.62347
0.00752587 0.259393 0.000296214 3.5153 3.5558
0.00776439 0.271985 0.000297869 3.43832 3.47839
0.00800291 0.284198 0.000295842 3.35449 3.39345
0.00824144 0.296263 0.000289988 3.25259 3.29022
0.00847996 0.308289 0.000279488 3.14301 3.17834
0.00871849 0.320383 0.000263838 2.98933 3.02159
0.00895702 0.332493 0.000240837 2.82047 2.84969
0.00919555 0.345401 0.000209713 2.54516 2.5704
0.00943408 0.362286 0.000170606 2.11625 2.13276
