X vol_f_Field2 diameter_Field2
0.000139645 0.596913 0.000605449
0.000376525 0.597028 0.000606401
0.000613858 0.597214 0.000605819
0.000851483 0.597503 0.000604082
0.00108931 0.597881 0.000601396
0.00132727 0.598356 0.000597863
0.00156534 0.598923 0.000593522
0.00180349 0.599584 0.000588385
0.0020417 0.600337 0.000582463
0.00227996 0.601188 0.000575769
0.00251826 0.602133 0.000568332
0.00275659 0.603174 0.000560188
0.00299495 0.604304 0.00055139
0.00323333 0.605525 0.000541996
0.00347172 0.606831 0.000532073
0.00371014 0.608227 0.000521688
0.00394857 0.609706 0.000510911
0.00418701 0.611253 0.000499797
0.00442546 0.612849 0.000488401
0.00466392 0.614527 0.000476764
0.00490238 0.616247 0.000464926
0.00514086 0.618061 0.000452908
0.00537934 0.619905 0.00044073
0.00561783 0.621862 0.000428389
0.00585632 0.623825 0.000415888
0.00609482 0.625924 0.000403193
0.00633332 0.627985 0.000390291
0.00657182 0.630217 0.000377104
0.00681033 0.632362 0.000363621
0.00704884 0.634725 0.000349669
0.00728736 0.636961 0.000335264
0.00752587 0.639543 0.000320065
0.00776439 0.641999 0.000304176
0.00800291 0.64494 0.000286896
0.00824144 0.64777 0.000268448
0.00847996 0.651281 0.00024751
0.00871849 0.654737 0.000224307
0.00895702 0.659328 0.000196533
0.00919555 0.663522 0.000164243
0.00943408 0.671435 0.000129668
