X vol_f_Field2 diameter_Field2
0.000139645 0.620042 0.000974633
0.000376525 0.620071 0.000972913
0.000613858 0.620097 0.000969407
0.000851483 0.620145 0.000964205
0.00108931 0.620222 0.000957352
0.00132727 0.620341 0.000948936
0.00156534 0.620511 0.00093905
0.00180349 0.620748 0.000927811
0.0020417 0.621024 0.000915341
0.00227996 0.62141 0.000901768
0.00251826 0.621868 0.000887215
0.00275659 0.622439 0.00087179
0.00299495 0.623118 0.000855608
0.00323333 0.623924 0.000838754
0.00347172 0.62482 0.000821319
0.00371014 0.625856 0.000803371
0.00394857 0.626989 0.000784996
0.00418701 0.628287 0.000766234
0.00442546 0.629685 0.000747161
0.00466392 0.631256 0.000727771
0.00490238 0.632828 0.000708096
0.00514086 0.634546 0.000688142
0.00537934 0.636254 0.000667965
0.00561783 0.6381 0.000647535
0.00585632 0.639927 0.000626904
0.00609482 0.641991 0.000605979
0.00633332 0.643899 0.000584824
0.00657182 0.646119 0.000563246
0.00681033 0.648095 0.00054135
0.00704884 0.650514 0.000518759
0.00728736 0.652548 0.000495709
0.00752587 0.655127 0.000471465
0.00776439 0.657295 0.000446499
0.00800291 0.660175 0.000419439
0.00824144 0.662609 0.000391131
0.00847996 0.665947 0.000359148
0.00871849 0.668805 0.000324292
0.00895702 0.673063 0.00028228
0.00919555 0.676093 0.000231828
0.00943408 0.683376 0.0001704
