X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 1.36656e-06 1e-05 4.16415 4.16411
0.000376525 6.93487e-06 1e-05 4.16395 4.16398
0.000613858 5.39091e-05 1e-05 4.16313 4.16319
0.000851483 0.000455569 1e-05 4.16195 4.16205
0.00108931 0.00220851 1.60172e-05 4.16046 4.16083
0.00132727 0.00536519 2.57572e-05 4.15873 4.1599
0.00156534 0.0086335 3.75957e-05 4.15668 4.15938
0.00180349 0.0113467 5.00879e-05 4.15413 4.15887
0.0020417 0.0137756 6.19449e-05 4.15095 4.15819
0.00227996 0.0165401 7.255e-05 4.14707 4.15661
0.00251826 0.0197735 8.20368e-05 4.14245 4.15403
0.00275659 0.0235234 9.08835e-05 4.13705 4.15055
0.00299495 0.0278592 9.93568e-05 4.13082 4.14613
0.00323333 0.0328699 0.000107502 4.12367 4.14066
0.00347172 0.0386418 0.000115205 4.11551 4.13404
0.00371014 0.0452747 0.000122273 4.10622 4.12609
0.00394857 0.0528849 0.000128525 4.09565 4.11664
0.00418701 0.0615699 0.000133867 4.08363 4.1055
0.00442546 0.0714241 0.000138322 4.06995 4.0925
0.00466392 0.0825381 0.000141983 4.05436 4.07741
0.00490238 0.0949596 0.000144999 4.03659 4.0599
0.00514086 0.10868 0.000147551 4.0163 4.03971
0.00537934 0.123735 0.000149826 3.99313 4.01648
0.00561783 0.140007 0.000151985 3.96663 3.98983
0.00585632 0.157311 0.000154162 3.93636 3.95935
0.00609482 0.175355 0.000156445 3.90184 3.92459
0.00633332 0.193868 0.000158881 3.86264 3.88511
0.00657182 0.212576 0.000161452 3.81832 3.84048
0.00681033 0.231127 0.000164076 3.7685 3.79034
0.00704884 0.249333 0.000166596 3.71283 3.7343
0.00728736 0.266923 0.000168804 3.65086 3.67192
0.00752587 0.283859 0.000170409 3.582 3.60256
0.00776439 0.300029 0.000171112 3.50484 3.5248
0.00800291 0.315628 0.00017052 3.41872 3.4379
0.00824144 0.330634 0.000168261 3.3181 3.33635
0.00847996 0.345328 0.000163822 3.20501 3.22214
0.00871849 0.359655 0.000156671 3.0562 3.07155
0.00895702 0.373682 0.000145766 2.88292 2.89674
0.00919555 0.388061 0.000130792 2.61793 2.62992
0.00943408 0.406204 0.000112709 2.19488 2.2028
