X vol_f_Field2 diameter_Field2
0.000139645 1.11811e-05 1e-05
0.000376525 5.67846e-05 1e-05
0.000613858 0.000295719 1.36693e-05
0.000851483 0.00106049 1.87657e-05
0.00108931 0.00248205 2.50056e-05
0.00132727 0.0043792 3.21457e-05
0.00156534 0.00645229 3.98048e-05
0.00180349 0.00850773 4.75904e-05
0.0020417 0.0105538 5.52387e-05
0.00227996 0.0128147 6.25824e-05
0.00251826 0.0155266 6.95459e-05
0.00275659 0.0187468 7.62596e-05
0.00299495 0.0225516 8.28433e-05
0.00323333 0.0270296 8.9345e-05
0.00347172 0.0322821 9.57393e-05
0.00371014 0.0384212 0.000101932
0.00394857 0.0455676 0.000107759
0.00418701 0.0538508 0.000113003
0.00442546 0.063395 0.000117432
0.00466392 0.0743258 0.00012087
0.00490238 0.086726 0.000123226
0.00514086 0.100676 0.000124539
0.00537934 0.116149 0.000124943
0.00561783 0.133156 0.000124614
0.00585632 0.151487 0.000123723
0.00609482 0.171098 0.000122432
0.00633332 0.19156 0.000120857
0.00657182 0.212837 0.000119113
0.00681033 0.234349 0.000117238
0.00704884 0.256138 0.000115299
0.00728736 0.277647 0.000113249
0.00752587 0.298969 0.000111097
0.00776439 0.319827 0.000108706
0.00800291 0.340245 0.000106
0.00824144 0.360476 0.000102737
0.00847996 0.380322 9.86742e-05
0.00871849 0.400662 9.34246e-05
0.00895702 0.420411 8.63191e-05
0.00919555 0.442219 7.73039e-05
0.00943408 0.469267 6.85328e-05
