X vol_f_Field2 diameter_Field2
0.000139645 0.709897 0.00051537
0.000376525 0.710027 0.000514543
0.000613858 0.710217 0.000512706
0.000851483 0.710513 0.000509966
0.00108931 0.710896 0.000506364
0.00132727 0.711381 0.000501978
0.00156534 0.711963 0.000496863
0.00180349 0.712644 0.00049108
0.0020417 0.713424 0.000484684
0.00227996 0.714296 0.000477738
0.00251826 0.715264 0.000470298
0.00275659 0.716321 0.000462429
0.00299495 0.71747 0.000454191
0.00323333 0.7187 0.000445642
0.00347172 0.720007 0.000436839
0.00371014 0.721409 0.000427836
0.00394857 0.722892 0.000418678
0.00418701 0.724454 0.000409404
0.00442546 0.726117 0.000400049
0.00466392 0.727821 0.000390631
0.00490238 0.729617 0.000381168
0.00514086 0.731513 0.00037167
0.00537934 0.73346 0.000362128
0.00561783 0.735484 0.000352528
0.00585632 0.737532 0.00034285
0.00609482 0.739653 0.000333064
0.00633332 0.741824 0.000323121
0.00657182 0.744019 0.000312966
0.00681033 0.746267 0.000302532
0.00704884 0.748583 0.000291735
0.00728736 0.75089 0.000280458
0.00752587 0.753495 0.00026862
0.00776439 0.756074 0.000255966
0.00800291 0.758924 0.000242378
0.00824144 0.761859 0.000227365
0.00847996 0.767152 0.000210847
0.00871849 0.771383 0.000191171
0.00895702 0.783468 0.000168076
0.00919555 0.780003 0.000136365
0.00943408 0.797406 0.000101243
