X vol_f_Field2 diameter_Field2
0.000139645 0.000131319 1.99235e-05
0.000376525 0.000236739 2.48195e-05
0.000613858 0.000453743 2.98817e-05
0.000851483 0.00080166 3.51456e-05
0.00108931 0.0012833 4.06013e-05
0.00132727 0.00188623 4.61716e-05
0.00156534 0.00259246 5.17775e-05
0.00180349 0.00342395 5.73634e-05
0.0020417 0.00446466 6.28519e-05
0.00227996 0.00579813 6.82242e-05
0.00251826 0.00748451 7.35693e-05
0.00275659 0.00959302 7.89435e-05
0.00299495 0.0122125 8.43664e-05
0.00323333 0.0154325 8.98246e-05
0.00347172 0.0193691 9.52764e-05
0.00371014 0.0241293 0.00010064
0.00394857 0.0298613 0.000105791
0.00418701 0.036679 0.000110557
0.00442546 0.0447516 0.00011475
0.00466392 0.054177 0.000118196
0.00490238 0.0651269 0.0001208
0.00514086 0.0776572 0.00012255
0.00537934 0.0918725 0.000123498
0.00561783 0.10772 0.000123752
0.00585632 0.125215 0.000123445
0.00609482 0.14416 0.000122704
0.00633332 0.164448 0.000121638
0.00657182 0.185744 0.000120335
0.00681033 0.207869 0.000118858
0.00704884 0.230327 0.000117249
0.00728736 0.253037 0.000115508
0.00752587 0.275481 0.000113604
0.00776439 0.297845 0.000111456
0.00800291 0.319584 0.000108923
0.00824144 0.341365 0.0001058
0.00847996 0.362523 0.000101745
0.00871849 0.384175 9.63385e-05
0.00895702 0.405181 8.87085e-05
0.00919555 0.428349 7.80661e-05
0.00943408 0.459181 6.4129e-05
