X vol_f_Field2 diameter_Field2
0.000139645 3.03417e-17 1e-05
0.000376525 1.14559e-16 1e-05
0.000613858 6.764e-16 1e-05
0.000851483 4.91687e-15 1e-05
0.00108931 3.74382e-14 1e-05
0.00132727 2.8946e-13 1e-05
0.00156534 2.35303e-12 1e-05
0.00180349 2.04154e-11 1e-05
0.0020417 1.77803e-10 1e-05
0.00227996 1.52833e-09 1e-05
0.00251826 1.27923e-08 1e-05
0.00275659 1.0469e-07 1e-05
0.00299495 8.53528e-07 1e-05
0.00323333 6.82027e-06 1e-05
0.00347172 5.25725e-05 1e-05
0.00371014 0.0002679 1.35726e-05
0.00394857 0.000860193 2.09457e-05
0.00418701 0.00204547 3.09869e-05
0.00442546 0.00357446 4.08821e-05
0.00466392 0.00538204 4.99354e-05
0.00490238 0.00772123 5.7975e-05
0.00514086 0.0108346 6.53312e-05
0.00537934 0.0148669 7.2359e-05
0.00561783 0.020001 7.90449e-05
0.00585632 0.0264424 8.52125e-05
0.00609482 0.0344445 9.0632e-05
0.00633332 0.04424 9.51476e-05
0.00657182 0.0561416 9.87613e-05
0.00681033 0.0703284 0.00010161
0.00704884 0.0871248 0.000103869
0.00728736 0.106473 0.000105669
0.00752587 0.128497 0.000107186
0.00776439 0.152763 0.000108484
0.00800291 0.178996 0.000109591
0.00824144 0.206591 0.000110309
0.00847996 0.234793 0.000110314
0.00871849 0.263455 0.000108908
0.00895702 0.290956 0.000105208
0.00919555 0.319667 9.90148e-05
0.00943408 0.34879 9.28252e-05
