X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 0.10385 0.000170966 4.77396 4.8078
0.000376525 0.10473 0.000197092 4.77305 4.81317
0.000613858 0.106397 0.000215494 4.77111 4.8156
0.000851483 0.108819 0.00022891 4.76835 4.8159
0.00108931 0.112038 0.000239926 4.76465 4.81458
0.00132727 0.116056 0.000249943 4.75998 4.81196
0.00156534 0.120895 0.00025979 4.75427 4.80816
0.00180349 0.126558 0.000270005 4.74743 4.80324
0.0020417 0.133042 0.000280967 4.73938 4.79719
0.00227996 0.14032 0.000292944 4.72998 4.78994
0.00251826 0.148356 0.000306124 4.71909 4.78139
0.00275659 0.157079 0.00032061 4.70657 4.7714
0.00299495 0.166412 0.000336408 4.69224 4.75981
0.00323333 0.176236 0.000353407 4.67596 4.74643
0.00347172 0.186452 0.000371371 4.65759 4.73103
0.00371014 0.196909 0.000389919 4.63721 4.71341
0.00394857 0.207521 0.000408563 4.61503 4.69217
0.00418701 0.218128 0.000426721 4.59069 4.66725
0.00442546 0.22878 0.00044383 4.56377 4.63937
0.00466392 0.239311 0.000459316 4.53425 4.60882
0.00490238 0.249731 0.000472726 4.50197 4.57551
0.00514086 0.259872 0.000483685 4.46689 4.5394
0.00537934 0.269847 0.000492029 4.42883 4.50033
0.00561783 0.279459 0.00049763 4.38778 4.45829
0.00585632 0.288901 0.000500565 4.34336 4.41291
0.00609482 0.297925 0.00050083 4.29567 4.36428
0.00633332 0.306827 0.000498632 4.2439 4.3116
0.00657182 0.315288 0.000493945 4.18847 4.25531
0.00681033 0.323712 0.000487018 4.12763 4.19362
0.00704884 0.33172 0.000477708 4.06301 4.12821
0.00728736 0.339751 0.000466268 3.98971 4.05413
0.00752587 0.34743 0.000452347 3.91373 3.97739
0.00776439 0.355279 0.000436066 3.82135 3.88416
0.00800291 0.362866 0.000416676 3.73045 3.79195
0.00824144 0.370747 0.000394265 3.60846 3.66671
0.00847996 0.378647 0.000367712 3.49207 3.54529
0.00871849 0.386944 0.000337123 3.30657 3.35475
0.00895702 0.395371 0.000300387 3.12739 3.17019
0.00919555 0.405346 0.000258757 2.78968 2.82594
0.00943408 0.416445 0.000217189 2.3177 2.34107
