X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 8.89198e-05 1e-05 4.06239 4.06216
0.000376525 0.000297375 1e-05 4.06217 4.06204
0.000613858 0.0011553 1.23438e-05 4.06122 4.06117
0.000851483 0.00316701 1.94911e-05 4.05998 4.06017
0.00108931 0.00576055 2.81708e-05 4.05833 4.05918
0.00132727 0.00819313 3.80723e-05 4.05622 4.05824
0.00156534 0.010241 4.8364e-05 4.05351 4.05697
0.00180349 0.0121353 5.83466e-05 4.05012 4.05541
0.0020417 0.0141992 6.75983e-05 4.04604 4.05311
0.00227996 0.0165676 7.61026e-05 4.04123 4.04991
0.00251826 0.0192726 8.41262e-05 4.03571 4.04593
0.00275659 0.0223587 9.1874e-05 4.02931 4.04101
0.00299495 0.0258764 9.9426e-05 4.02215 4.03528
0.00323333 0.0298845 0.000106763 4.01396 4.02845
0.00347172 0.0344461 0.000113811 4.00486 4.02062
0.00371014 0.0396345 0.000120491 3.99457 4.0115
0.00394857 0.0455217 0.00012676 3.98309 4.00107
0.00418701 0.0521911 0.000132634 3.97017 3.9891
0.00442546 0.0597261 0.000138193 3.95567 3.97546
0.00466392 0.0682049 0.000143564 3.93933 3.95994
0.00490238 0.077704 0.000148892 3.92091 3.94232
0.00514086 0.0882572 0.000154321 3.90012 3.92232
0.00537934 0.0999225 0.000160013 3.87656 3.89942
0.00561783 0.112625 0.000166117 3.84988 3.87346
0.00585632 0.126387 0.000172761 3.81957 3.84385
0.00609482 0.140984 0.000180006 3.78524 3.81024
0.00633332 0.156349 0.000187851 3.74628 3.77202
0.00657182 0.172063 0.000196154 3.7024 3.72889
0.00681033 0.188096 0.000204703 3.65294 3.68017
0.00704884 0.203849 0.00021308 3.598 3.62593
0.00728736 0.219538 0.00022089 3.53615 3.56468
0.00752587 0.234499 0.0002275 3.46842 3.4974
0.00776439 0.249242 0.000232531 3.39046 3.41972
0.00800291 0.263247 0.000235346 3.30627 3.33546
0.00824144 0.277075 0.000235842 3.20275 3.23173
0.00847996 0.290403 0.000233166 3.09124 3.1193
0.00871849 0.303625 0.000227368 2.93794 2.96522
0.00895702 0.316464 0.000218324 2.76834 2.79494
0.00919555 0.330553 0.000209054 2.4911 2.51717
0.00943408 0.345345 0.000213544 2.06385 2.08493
