X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 0.0382519 2.99988e-05 4.50315 4.5062
0.000376525 0.0396743 5.48534e-05 4.50333 4.51097
0.000613858 0.0411413 7.66453e-05 4.50227 4.51464
0.000851483 0.0431284 9.52484e-05 4.50049 4.51696
0.00108931 0.0456334 0.0001115 4.49796 4.518
0.00132727 0.048697 0.000125946 4.49467 4.51783
0.00156534 0.0523564 0.000138759 4.4906 4.51645
0.00180349 0.0566622 0.000149924 4.48572 4.51385
0.0020417 0.0616681 0.000159462 4.47997 4.50998
0.00227996 0.0674292 0.000167524 4.4733 4.50482
0.00251826 0.074003 0.000174362 4.46562 4.49834
0.00275659 0.0814379 0.000180277 4.45684 4.49053
0.00299495 0.0897808 0.000185574 4.44683 4.48131
0.00323333 0.0990557 0.000190537 4.43544 4.47055
0.00347172 0.109277 0.000195423 4.42249 4.45816
0.00371014 0.120418 0.000200459 4.4078 4.44402
0.00394857 0.13244 0.000205841 4.3911 4.4279
0.00418701 0.145231 0.000211726 4.37215 4.40955
0.00442546 0.158701 0.000218232 4.35066 4.38873
0.00466392 0.172635 0.000225407 4.32637 4.36517
0.00490238 0.186907 0.000233246 4.299 4.33859
0.00514086 0.201225 0.000241641 4.26837 4.30878
0.00537934 0.2155 0.00025043 4.23429 4.27555
0.00561783 0.229412 0.00025933 4.19673 4.23882
0.00585632 0.243001 0.000268048 4.15555 4.1984
0.00609482 0.255954 0.000276167 4.11082 4.15432
0.00633332 0.268486 0.000283376 4.06218 4.10614
0.00657182 0.280281 0.000289238 4.00977 4.05396
0.00681033 0.291723 0.000293557 3.95253 3.99666
0.00704884 0.302455 0.000295954 3.89101 3.93477
0.00728736 0.312983 0.000296415 3.82241 3.86542
0.00752587 0.322903 0.000294615 3.74922 3.7911
0.00776439 0.332787 0.000290571 3.66365 3.70401
0.00800291 0.342217 0.00028372 3.57443 3.61284
0.00824144 0.351787 0.000274161 3.46039 3.49646
0.00847996 0.361173 0.000261133 3.34519 3.37849
0.00871849 0.370791 0.000244753 3.17619 3.2065
0.00895702 0.380399 0.00022393 3.00076 3.0281
0.00919555 0.391091 0.000200575 2.69048 2.71356
0.00943408 0.40263 0.000183617 2.23811 2.2538
