X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 0.0569112 6.44567e-05 4.77554 4.78608
0.000376525 0.0578504 8.6741e-05 4.7752 4.79106
0.000613858 0.0596135 0.000105787 4.77405 4.79447
0.000851483 0.0621724 0.000121811 4.77231 4.7965
0.00108931 0.065549 0.000135572 4.76994 4.79726
0.00132727 0.069784 0.000147169 4.7669 4.79677
0.00156534 0.0749181 0.000156517 4.76319 4.795
0.00180349 0.0810003 0.000163632 4.75874 4.79193
0.0020417 0.0880735 0.000168711 4.7535 4.78754
0.00227996 0.0961737 0.000172072 4.7474 4.78184
0.00251826 0.105325 0.000174073 4.74031 4.77479
0.00275659 0.115535 0.000175042 4.73213 4.76638
0.00299495 0.126785 0.000175256 4.7227 4.75652
0.00323333 0.139034 0.000174936 4.71185 4.74508
0.00347172 0.15221 0.000174257 4.69937 4.73192
0.00371014 0.166225 0.000173355 4.68505 4.71683
0.00394857 0.180946 0.000172336 4.66862 4.69958
0.00418701 0.196241 0.000171287 4.64983 4.67994
0.00442546 0.211935 0.00017027 4.62842 4.65765
0.00466392 0.227871 0.000169332 4.60411 4.63246
0.00490238 0.243866 0.000168503 4.57666 4.60413
0.00514086 0.259775 0.000167797 4.54585 4.57243
0.00537934 0.275439 0.000167206 4.5115 4.53721
0.00561783 0.290751 0.000166714 4.47342 4.49828
0.00585632 0.305612 0.000166282 4.43151 4.45552
0.00609482 0.319952 0.00016586 4.38556 4.40873
0.00633332 0.333742 0.000165383 4.33547 4.3578
0.00657182 0.346947 0.000164774 4.2809 4.30239
0.00681033 0.359612 0.00016395 4.22158 4.2422
0.00704884 0.371715 0.000162802 4.157 4.17673
0.00728736 0.383365 0.000161231 4.08628 4.10506
0.00752587 0.394568 0.000159086 4.00908 4.02685
0.00776439 0.405469 0.000156224 3.92223 3.9389
0.00800291 0.416127 0.000152394 3.82763 3.84311
0.00824144 0.426747 0.000147393 3.71414 3.72829
0.00847996 0.437312 0.000140731 3.59157 3.60424
0.00871849 0.448018 0.000132034 3.4259 3.43693
0.00895702 0.459047 0.000120377 3.24113 3.25038
0.00919555 0.470694 0.000105621 2.93641 2.94332
0.00943408 0.486381 9.01522e-05 2.47678 2.47985
