X vol_f_Field2 diameter_Field2
0.000139645 0.311092 0.000357544
0.000376525 0.311993 0.00038237
0.000613858 0.31313 0.000399734
0.000851483 0.314688 0.000413702
0.00108931 0.316737 0.000426708
0.00132727 0.319119 0.000439752
0.00156534 0.32199 0.000453288
0.00180349 0.325235 0.000467324
0.0020417 0.328859 0.000481693
0.00227996 0.332791 0.000496046
0.00251826 0.337031 0.000509978
0.00275659 0.341495 0.000523022
0.00299495 0.346218 0.000534757
0.00323333 0.351101 0.000544797
0.00347172 0.356149 0.000552877
0.00371014 0.361259 0.000558825
0.00394857 0.366451 0.000562605
0.00418701 0.371649 0.000564245
0.00442546 0.376882 0.000563876
0.00466392 0.38209 0.000561628
0.00490238 0.387301 0.000557689
0.00514086 0.392438 0.000552187
0.00537934 0.397564 0.000545302
0.00561783 0.402587 0.000537102
0.00585632 0.407608 0.000527734
0.00609482 0.412501 0.000517188
0.00633332 0.417412 0.000505576
0.00657182 0.422207 0.000492798
0.00681033 0.427022 0.000478935
0.00704884 0.431737 0.000463771
0.00728736 0.436552 0.000447351
0.00752587 0.441266 0.000429241
0.00776439 0.446172 0.000409524
0.00800291 0.451142 0.000387664
0.00824144 0.456273 0.000363802
0.00847996 0.461467 0.000336739
0.00871849 0.466861 0.000306653
0.00895702 0.472519 0.000271425
0.00919555 0.478871 0.000232152
0.00943408 0.487825 0.000193388
