X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 0.108861 0.000215572 4.78124 4.82747
0.000376525 0.109809 0.000247036 4.78021 4.83423
0.000613858 0.111506 0.000268677 4.77812 4.83735
0.000851483 0.113943 0.000286012 4.77513 4.83836
0.00108931 0.117174 0.000302373 4.7711 4.83794
0.00132727 0.121186 0.000319333 4.766 4.83647
0.00156534 0.12601 0.000337759 4.75976 4.83406
0.00180349 0.131606 0.000358147 4.75228 4.83072
0.0020417 0.138016 0.000380777 4.74352 4.82626
0.00227996 0.145136 0.000405694 4.73351 4.81915
0.00251826 0.152942 0.000432739 4.7223 4.80791
0.00275659 0.161291 0.000461473 4.70948 4.79422
0.00299495 0.170153 0.000491239 4.69491 4.77858
0.00323333 0.179421 0.000521133 4.67843 4.76098
0.00347172 0.189051 0.000550148 4.65993 4.74132
0.00371014 0.198949 0.000577253 4.63925 4.71946
0.00394857 0.209041 0.000601545 4.61631 4.69535
0.00418701 0.219148 0.000622305 4.591 4.66884
0.00442546 0.229258 0.000639151 4.56319 4.63987
0.00466392 0.239258 0.00065191 4.53284 4.60835
0.00490238 0.249152 0.000660693 4.49979 4.57416
0.00514086 0.258832 0.000665666 4.46402 4.53725
0.00537934 0.268349 0.000667179 4.42528 4.49742
0.00561783 0.277566 0.00066547 4.38361 4.45466
0.00585632 0.286614 0.000660926 4.33855 4.40857
0.00609482 0.29531 0.000653694 4.29025 4.35924
0.00633332 0.303875 0.000644115 4.23783 4.30585
0.00657182 0.312081 0.000632177 4.18182 4.24887
0.00681033 0.320184 0.000618156 4.12024 4.18639
0.00704884 0.327998 0.000601864 4.05491 4.12015
0.00728736 0.33579 0.000583506 3.98086 4.04529
0.00752587 0.343309 0.000562664 3.90394 3.96761
0.00776439 0.350981 0.000539565 3.81084 3.87382
0.00800291 0.358496 0.000513216 3.71843 3.78071
0.00824144 0.366313 0.000483591 3.5933 3.65512
0.00847996 0.374244 0.000449054 3.47329 3.53337
0.00871849 0.382549 0.000409305 3.28472 3.34298
0.00895702 0.391146 0.000360726 3.11133 3.16239
0.00919555 0.401224 0.000303203 2.76955 2.81233
0.00943408 0.413814 0.000236274 2.29758 2.32364
