X vol_f_Field2 diameter_Field2
0.000139645 0.596441 0.000862089
0.000376525 0.596495 0.000861106
0.000613858 0.596599 0.000858625
0.000851483 0.596779 0.000854747
0.00108931 0.597019 0.000849465
0.00132727 0.59733 0.000842817
0.00156534 0.597715 0.000834829
0.00180349 0.598193 0.00082557
0.0020417 0.598762 0.000815123
0.00227996 0.599442 0.000803596
0.00251826 0.600221 0.000791104
0.00275659 0.601113 0.00077776
0.00299495 0.602091 0.000763677
0.00323333 0.603197 0.000748949
0.00347172 0.60439 0.000733658
0.00371014 0.605693 0.000717857
0.00394857 0.607056 0.000701629
0.00418701 0.60852 0.000685019
0.00442546 0.610032 0.000668102
0.00466392 0.611644 0.000650897
0.00490238 0.613284 0.000633471
0.00514086 0.615033 0.000615815
0.00537934 0.616785 0.000597989
0.00561783 0.618666 0.000579948
0.00585632 0.620534 0.000561744
0.00609482 0.622505 0.000543282
0.00633332 0.62445 0.000524613
0.00657182 0.62661 0.00050556
0.00681033 0.628619 0.00048621
0.00704884 0.630919 0.000466231
0.00728736 0.633037 0.000445801
0.00752587 0.635561 0.000424283
0.00776439 0.637789 0.000402061
0.00800291 0.640579 0.000377949
0.00824144 0.643091 0.000352612
0.00847996 0.646311 0.000323968
0.00871849 0.64927 0.000292617
0.00895702 0.653315 0.000254952
0.00919555 0.656473 0.000210371
0.00943408 0.663651 0.000158833
