X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 0.00183608 1.5095e-05 4.21743 4.21788
0.000376525 0.00322923 2.32139e-05 4.2172 4.21824
0.000613858 0.0049415 3.27049e-05 4.21627 4.21833
0.000851483 0.0066066 4.28633e-05 4.21482 4.21828
0.00108931 0.00814701 5.3198e-05 4.21275 4.21787
0.00132727 0.00975987 6.32941e-05 4.21003 4.21724
0.00156534 0.0116736 7.28544e-05 4.20663 4.21579
0.00180349 0.0139337 8.19518e-05 4.20255 4.21358
0.0020417 0.0165881 9.07704e-05 4.19777 4.21062
0.00227996 0.0196954 9.94011e-05 4.19223 4.20687
0.00251826 0.0233223 0.000107815 4.18591 4.20225
0.00275659 0.0275425 0.000115876 4.17875 4.19668
0.00299495 0.0324372 0.000123374 4.17067 4.19002
0.00323333 0.0380935 0.000130082 4.16159 4.18217
0.00347172 0.044603 0.000135845 4.15142 4.17298
0.00371014 0.0520581 0.000140623 4.14004 4.16235
0.00394857 0.0605483 0.000144499 4.12731 4.15016
0.00418701 0.0701545 0.000147638 4.11306 4.13628
0.00442546 0.0809359 0.000150213 4.09711 4.12057
0.00466392 0.0929242 0.000152388 4.07923 4.1028
0.00490238 0.106118 0.000154329 4.05916 4.08269
0.00514086 0.120468 0.000156188 4.03659 4.06006
0.00537934 0.135886 0.000158092 4.01114 4.03453
0.00561783 0.152204 0.000160146 3.98246 4.00574
0.00585632 0.16926 0.000162422 3.95013 3.97328
0.00609482 0.186758 0.000164945 3.91371 3.93673
0.00633332 0.204525 0.000167712 3.87283 3.89568
0.00657182 0.222158 0.000170627 3.82716 3.84984
0.00681033 0.239613 0.000173593 3.77632 3.79881
0.00704884 0.256448 0.00017637 3.72002 3.74226
0.00728736 0.272826 0.000178783 3.65764 3.67957
0.00752587 0.28834 0.000180445 3.5888 3.61031
0.00776439 0.303399 0.000181148 3.51153 3.53249
0.00800291 0.317656 0.000180356 3.42597 3.44619
0.00824144 0.331671 0.000177836 3.32529 3.34456
0.00847996 0.345265 0.000172858 3.2128 3.23083
0.00871849 0.358801 0.00016497 3.06665 3.0832
0.00895702 0.372156 0.000152877 2.89472 2.90953
0.00919555 0.386102 0.000136592 2.62602 2.63788
0.00943408 0.402397 0.000118966 2.19722 2.20344
