X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 0.00437684 4.13223e-05 4.15479 4.15906
0.000376525 0.00464412 5.33091e-05 4.15429 4.16056
0.000613858 0.00508468 6.34396e-05 4.15281 4.16084
0.000851483 0.00571668 7.19802e-05 4.15061 4.16012
0.00108931 0.00655474 7.96592e-05 4.14764 4.15851
0.00132727 0.00762349 8.6857e-05 4.14392 4.15611
0.00156534 0.00895454 9.37726e-05 4.13944 4.1529
0.00180349 0.0105867 0.000100503 4.13417 4.1489
0.0020417 0.0125658 0.000107076 4.1281 4.14405
0.00227996 0.0149449 0.000113469 4.12119 4.13832
0.00251826 0.0177843 0.00011961 4.11341 4.13165
0.00275659 0.0211519 0.0001254 4.10471 4.12395
0.00299495 0.0251226 0.000130731 4.09503 4.11515
0.00323333 0.0297772 0.000135524 4.08432 4.10519
0.00347172 0.0352025 0.000139752 4.07251 4.09397
0.00371014 0.0414851 0.000143447 4.0595 4.08143
0.00394857 0.0487163 0.000146692 4.04519 4.06749
0.00418701 0.0569795 0.000149606 4.02948 4.05207
0.00442546 0.0663516 0.000152323 4.0122 4.03503
0.00466392 0.0768851 0.00015498 3.99316 4.01623
0.00490238 0.0886114 0.000157689 3.97216 3.99545
0.00514086 0.101506 0.000160571 3.94892 3.97226
0.00537934 0.115541 0.000163737 3.9231 3.94659
0.00561783 0.130566 0.000167279 3.89435 3.918
0.00585632 0.146492 0.000171267 3.86224 3.88608
0.00609482 0.163006 0.000175706 3.82636 3.8504
0.00633332 0.179983 0.000180569 3.78627 3.81053
0.00657182 0.196998 0.000185711 3.74163 3.76609
0.00681033 0.213979 0.000190964 3.692 3.71664
0.00704884 0.230458 0.000195987 3.6372 3.66196
0.00728736 0.246567 0.000200496 3.57648 3.60127
0.00752587 0.261893 0.000203977 3.5096 3.53428
0.00776439 0.276801 0.000206107 3.43442 3.45879
0.00800291 0.29098 0.000206233 3.35122 3.37503
0.00824144 0.30493 0.000204016 3.25307 3.27606
0.00847996 0.31848 0.000198617 3.14324 3.16508
0.00871849 0.332038 0.000189606 3.00028 3.02078
0.00895702 0.345418 0.000175569 2.83151 2.8505
0.00919555 0.359887 0.000156419 2.56751 2.58388
0.00943408 0.376114 0.000133995 2.144 2.15486
