X vol_f_Field2 diameter_Field2
0.000139645 0.0908632 5.90583e-05
0.000376525 0.091759 9.25358e-05
0.000613858 0.0934506 0.000119843
0.000851483 0.09589 0.000141865
0.00108931 0.0991169 0.000159608
0.00132727 0.103153 0.000173674
0.00156534 0.108031 0.000184724
0.00180349 0.113762 0.000193467
0.0020417 0.120379 0.000200569
0.00227996 0.127899 0.000206592
0.00251826 0.136318 0.000211983
0.00275659 0.145614 0.000217094
0.00299495 0.155747 0.000222197
0.00323333 0.166639 0.000227505
0.00347172 0.178205 0.000233173
0.00371014 0.190302 0.000239304
0.00394857 0.20281 0.000245948
0.00418701 0.215526 0.000253091
0.00442546 0.228357 0.000260668
0.00466392 0.241008 0.000268531
0.00490238 0.253489 0.000276506
0.00514086 0.265573 0.000284338
0.00537934 0.277301 0.000291775
0.00561783 0.288501 0.000298513
0.00585632 0.29931 0.000304317
0.00609482 0.309546 0.000308903
0.00633332 0.319466 0.000312144
0.00657182 0.328827 0.000313832
0.00681033 0.338002 0.000313947
0.00704884 0.346651 0.000312241
0.00728736 0.355252 0.000308767
0.00752587 0.363413 0.000303214
0.00776439 0.371634 0.000295693
0.00800291 0.379525 0.000285746
0.00824144 0.387635 0.000273514
0.00847996 0.395635 0.000258261
0.00871849 0.403861 0.000240078
0.00895702 0.412131 0.000217888
0.00919555 0.42146 0.000193055
0.00943408 0.432542 0.000171014
