X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 0.102014 0.00010841 4.94057 4.96131
0.000376525 0.103115 0.00013478 4.94346 4.9705
0.000613858 0.1052 0.000155881 4.93749 4.96743
0.000851483 0.108232 0.000171385 4.93967 4.97375
0.00108931 0.112324 0.000182498 4.93947 4.98205
0.00132727 0.117407 0.000190291 4.93323 4.97627
0.00156534 0.123433 0.000195712 4.92886 4.97244
0.00180349 0.130468 0.000199494 4.92526 4.96986
0.0020417 0.138547 0.000202182 4.91892 4.96366
0.00227996 0.147639 0.000204168 4.91193 4.95652
0.00251826 0.157714 0.000205736 4.90238 4.94663
0.00275659 0.168669 0.000207092 4.89172 4.9355
0.00299495 0.180413 0.000208386 4.87992 4.92322
0.00323333 0.192833 0.000209736 4.86622 4.90902
0.00347172 0.205812 0.000211227 4.85025 4.89251
0.00371014 0.219138 0.000212912 4.83193 4.87364
0.00394857 0.232696 0.000214826 4.81107 4.85223
0.00418701 0.246309 0.000216971 4.78745 4.82808
0.00442546 0.259891 0.00021933 4.76092 4.80101
0.00466392 0.273294 0.000221854 4.73135 4.77092
0.00490238 0.28638 0.000224475 4.69868 4.73775
0.00514086 0.29898 0.000227091 4.66287 4.70143
0.00537934 0.311071 0.000229604 4.62389 4.66193
0.00561783 0.322669 0.000231893 4.5817 4.61919
0.00585632 0.333738 0.00023384 4.53618 4.57309
0.00609482 0.344295 0.000235307 4.48722 4.52345
0.00633332 0.354355 0.000236184 4.43448 4.46997
0.00657182 0.363928 0.000236324 4.3778 4.41242
0.00681033 0.373107 0.000235643 4.31633 4.34997
0.00704884 0.381913 0.000233981 4.25017 4.28265
0.00728736 0.390433 0.000231249 4.17701 4.20819
0.00752587 0.398714 0.000227234 4.09856 4.12824
0.00776439 0.406859 0.000221834 4.00774 4.03574
0.00800291 0.414857 0.000214712 3.91228 3.93841
0.00824144 0.422946 0.00020574 3.79196 3.81602
0.00847996 0.431037 0.000194317 3.66581 3.68703
0.00871849 0.439245 0.000180177 3.48583 3.50459
0.00895702 0.447724 0.000162115 3.30022 3.31683
0.00919555 0.456712 0.000140023 2.97598 2.98998
0.00943408 0.46929 0.0001149 2.50346 2.5122
