X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 0.0129258 3.16782e-05 4.4421 4.44535
0.000376525 0.013774 4.35341e-05 4.44195 4.44718
0.000613858 0.0148465 5.40508e-05 4.44112 4.44832
0.000851483 0.0162592 6.3213e-05 4.43978 4.44881
0.00108931 0.018087 7.14772e-05 4.43791 4.4486
0.00132727 0.0203613 7.91945e-05 4.4355 4.44776
0.00156534 0.0231278 8.65911e-05 4.43254 4.44631
0.00180349 0.0264428 9.3794e-05 4.42899 4.44425
0.0020417 0.0303741 0.000100854 4.42483 4.44152
0.00227996 0.0349966 0.000107759 4.42 4.43809
0.00251826 0.0403938 0.000114433 4.41446 4.43386
0.00275659 0.0466599 0.000120736 4.40813 4.42872
0.00299495 0.0538863 0.000126471 4.40092 4.42255
0.00323333 0.0621697 0.000131423 4.39272 4.41518
0.00347172 0.0715946 0.000135407 4.38343 4.40649
0.00371014 0.0822299 0.000138319 4.37287 4.39629
0.00394857 0.0941166 0.000140162 4.3609 4.3844
0.00418701 0.107276 0.000141039 4.34729 4.37061
0.00442546 0.121671 0.000141104 4.3318 4.35475
0.00466392 0.137259 0.000140531 4.31417 4.33659
0.00490238 0.153887 0.000139478 4.29409 4.31587
0.00514086 0.171464 0.000138085 4.27123 4.29228
0.00537934 0.189712 0.000136464 4.24522 4.26546
0.00561783 0.20853 0.00013471 4.2157 4.23509
0.00585632 0.227577 0.000132883 4.18231 4.20083
0.00609482 0.246774 0.000131039 4.14465 4.16228
0.00633332 0.265794 0.000129189 4.10244 4.11917
0.00657182 0.284604 0.000127353 4.05521 4.07104
0.00681033 0.302951 0.000125493 4.00279 4.01772
0.00704884 0.320858 0.000123595 3.94433 3.95836
0.00728736 0.338199 0.00012157 3.87987 3.89299
0.00752587 0.355027 0.000119361 3.80765 3.81985
0.00776439 0.371413 0.000116824 3.72774 3.73901
0.00800291 0.387346 0.00011383 3.63695 3.64723
0.00824144 0.403273 0.000110168 3.53356 3.54285
0.00847996 0.418901 0.000105518 3.41365 3.42184
0.00871849 0.434922 9.95095e-05 3.26515 3.27223
0.00895702 0.450915 9.14866e-05 3.08446 3.09026
0.00919555 0.468886 8.14304e-05 2.81229 2.81661
0.00943408 0.491023 7.13212e-05 2.38029 2.38232
