X vol_f_Field2 diameter_Field2
0.000139645 1.70163e-17 1e-05
0.000376525 1.72304e-17 1e-05
0.000613858 1.72618e-17 1e-05
0.000851483 1.72199e-17 1e-05
0.00108931 1.71289e-17 1e-05
0.00132727 1.71468e-17 1e-05
0.00156534 1.72278e-17 1e-05
0.00180349 1.72261e-17 1e-05
0.0020417 1.72085e-17 1e-05
0.00227996 1.71931e-17 1e-05
0.00251826 1.71654e-17 1e-05
0.00275659 1.69737e-17 1e-05
0.00299495 1.6892e-17 1e-05
0.00323333 1.86601e-17 1e-05
0.00347172 3.01936e-17 1e-05
0.00371014 9.25469e-17 1e-05
0.00394857 3.10136e-16 1e-05
0.00418701 1.27697e-15 1e-05
0.00442546 5.3473e-15 1e-05
0.00466392 2.20857e-14 1e-05
0.00490238 8.97344e-14 1e-05
0.00514086 3.58036e-13 1e-05
0.00537934 1.43059e-12 1e-05
0.00561783 5.88919e-12 1e-05
0.00585632 2.40766e-11 1e-05
0.00609482 9.6381e-11 1e-05
0.00633332 3.78797e-10 1e-05
0.00657182 1.47009e-09 1e-05
0.00681033 5.60022e-09 1e-05
0.00704884 2.11147e-08 1e-05
0.00728736 7.79349e-08 1e-05
0.00752587 2.85765e-07 1e-05
0.00776439 1.02301e-06 1e-05
0.00800291 3.65335e-06 1e-05
0.00824144 1.27298e-05 1e-05
0.00847996 4.4634e-05 1e-05
0.00871849 0.000151533 1e-05
0.00895702 0.000434759 1.39594e-05
0.00919555 0.0012422 2.04406e-05
0.00943408 0.00513334 2.94198e-05
