X vol_f_Field2 diameter_Field2
0.000139645 0.699446 0.000457227
0.000376525 0.698895 0.000455807
0.000613858 0.69896 0.000454474
0.000851483 0.699128 0.000452678
0.00108931 0.699489 0.000450434
0.00132727 0.699978 0.00044771
0.00156534 0.700585 0.000444501
0.00180349 0.701332 0.000440842
0.0020417 0.702237 0.000436735
0.00227996 0.70326 0.000432207
0.00251826 0.704401 0.000427265
0.00275659 0.705682 0.000421929
0.00299495 0.707076 0.000416211
0.00323333 0.708577 0.000410128
0.00347172 0.710184 0.0004037
0.00371014 0.711904 0.000396948
0.00394857 0.71371 0.000389894
0.00418701 0.715596 0.000382564
0.00442546 0.717597 0.000374981
0.00466392 0.719624 0.000367158
0.00490238 0.721723 0.000359114
0.00514086 0.723832 0.000350857
0.00537934 0.725907 0.00034239
0.00561783 0.728049 0.000333712
0.00585632 0.73015 0.0003248
0.00609482 0.732258 0.000315624
0.00633332 0.734384 0.000306151
0.00657182 0.736458 0.000296333
0.00681033 0.738493 0.000286103
0.00704884 0.740759 0.000275406
0.00728736 0.743091 0.000264112
0.00752587 0.745082 0.00025209
0.00776439 0.747157 0.000239168
0.00800291 0.749754 0.000225359
0.00824144 0.752366 0.000210328
0.00847996 0.754159 0.000193749
0.00871849 0.756342 0.000175473
0.00895702 0.758044 0.000154139
0.00919555 0.777341 0.000132611
0.00943408 0.781307 0.000103605
