X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 0.0925591 0.000174947 4.82468 4.86285
0.000376525 0.0935997 0.000196076 4.82409 4.86766
0.000613858 0.0954997 0.000209355 4.82258 4.86945
0.000851483 0.0982704 0.000217409 4.82038 4.86911
0.00108931 0.101954 0.000222649 4.8174 4.86721
0.00132727 0.106573 0.000226361 4.81363 4.86408
0.00156534 0.112155 0.000229262 4.809 4.85975
0.00180349 0.118712 0.000231782 4.80344 4.85431
0.0020417 0.12625 0.000234202 4.79688 4.84774
0.00227996 0.13475 0.000236721 4.78916 4.83998
0.00251826 0.144186 0.000239496 4.78017 4.83094
0.00275659 0.154469 0.000242651 4.7697 4.82046
0.00299495 0.165585 0.000246295 4.75758 4.80836
0.00323333 0.177357 0.000250495 4.74357 4.79443
0.00347172 0.189658 0.000255297 4.72747 4.77848
0.00371014 0.202313 0.000260704 4.70906 4.76028
0.00394857 0.215147 0.000266681 4.68815 4.73964
0.00418701 0.228059 0.000273149 4.66457 4.71639
0.00442546 0.240917 0.000279987 4.63823 4.6904
0.00466392 0.253541 0.000287005 4.60905 4.66157
0.00490238 0.26585 0.000294003 4.577 4.62986
0.00514086 0.277676 0.000300705 4.54208 4.5952
0.00537934 0.289041 0.000306891 4.50423 4.55753
0.00561783 0.299909 0.000312292 4.46344 4.51675
0.00585632 0.310317 0.000316724 4.41951 4.47267
0.00609482 0.320225 0.000319949 4.37235 4.42512
0.00633332 0.329761 0.000321886 4.32147 4.37362
0.00657182 0.338837 0.000322323 4.26681 4.31805
0.00681033 0.347651 0.000321281 4.20727 4.25735
0.00704884 0.356076 0.000318531 4.1433 4.19189
0.00728736 0.364329 0.000314151 4.07195 4.1188
0.00752587 0.372336 0.000307841 3.9959 4.04064
0.00776439 0.380269 0.000299662 3.9067 3.94909
0.00800291 0.388054 0.000289058 3.81411 3.85381
0.00824144 0.395967 0.000276031 3.69496 3.73166
0.00847996 0.403914 0.000259568 3.57266 3.60524
0.00871849 0.411997 0.000239408 3.3933 3.4222
0.00895702 0.420326 0.000213142 3.21357 3.23918
0.00919555 0.429277 0.00017983 2.89165 2.91301
0.00943408 0.442066 0.000137821 2.42254 2.43526
