X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 0.153385 0.000237112 5.00375 5.05695
0.000376525 0.154526 0.000262108 5.00256 5.06225
0.000613858 0.15649 0.000278464 5.00036 5.06412
0.000851483 0.159283 0.000290606 4.99722 5.06379
0.00108931 0.16296 0.000301342 4.99298 5.06184
0.00132727 0.167477 0.000312005 4.98758 5.05856
0.00156534 0.172841 0.000323313 4.98092 5.05405
0.00180349 0.178989 0.000335663 4.9729 5.04829
0.0020417 0.185888 0.000349285 4.96339 5.04123
0.00227996 0.193442 0.000364257 4.95227 5.03274
0.00251826 0.201596 0.000380542 4.93938 5.02263
0.00275659 0.210177 0.000397951 4.92477 5.01073
0.00299495 0.219184 0.000416187 4.9086 4.99547
0.00323333 0.228435 0.0004348 4.89055 4.97688
0.00347172 0.237911 0.000453267 4.87033 4.95563
0.00371014 0.247436 0.00047097 4.84784 4.93195
0.00394857 0.257001 0.000487327 4.82299 4.90588
0.00418701 0.266515 0.000501795 4.79572 4.87736
0.00442546 0.275952 0.000513986 4.76595 4.84637
0.00466392 0.285209 0.000523619 4.73364 4.81285
0.00490238 0.29428 0.00053061 4.69867 4.77671
0.00514086 0.303095 0.000534938 4.661 4.73786
0.00537934 0.311707 0.00053675 4.62043 4.69617
0.00561783 0.320011 0.000536132 4.57694 4.65157
0.00585632 0.328134 0.000533321 4.53013 4.6037
0.00609482 0.335927 0.000528378 4.48007 4.55259
0.00633332 0.343593 0.000521549 4.42594 4.49746
0.00657182 0.350936 0.000512788 4.3682 4.43872
0.00681033 0.358188 0.000502322 4.30486 4.37445
0.00704884 0.36519 0.000489987 4.23784 4.30647
0.00728736 0.372192 0.000475947 4.16169 4.22943
0.00752587 0.378963 0.000459737 4.08335 4.15014
0.00776439 0.385873 0.000441459 3.9872 4.05288
0.00800291 0.392616 0.000420237 3.89411 3.95798
0.00824144 0.399661 0.000396115 3.76758 3.82671
0.00847996 0.406801 0.000367836 3.64422 3.69666
0.00871849 0.41412 0.000335299 3.44968 3.49617
0.00895702 0.421645 0.000295296 3.26877 3.30942
0.00919555 0.430076 0.000247153 2.91971 2.95366
0.00943408 0.441587 0.000188761 2.43547 2.45649
