X vol_f_Field2 diameter_Field2
0.000139645 0.425133 0.00109628
0.000376525 0.425157 0.00110624
0.000613858 0.425153 0.00111505
0.000851483 0.425146 0.00112236
0.00108931 0.425127 0.00112738
0.00132727 0.425101 0.00112927
0.00156534 0.425075 0.00112744
0.00180349 0.425058 0.00112172
0.0020417 0.425055 0.00111228
0.00227996 0.425088 0.00109953
0.00251826 0.425221 0.00108403
0.00275659 0.425493 0.00106636
0.00299495 0.425964 0.00104705
0.00323333 0.426643 0.00102652
0.00347172 0.427543 0.00100518
0.00371014 0.42867 0.000983275
0.00394857 0.430065 0.000961033
0.00418701 0.431704 0.000938585
0.00442546 0.433617 0.000916046
0.00466392 0.435759 0.000893445
0.00490238 0.438172 0.000870837
0.00514086 0.440783 0.000848169
0.00537934 0.443659 0.000825469
0.00561783 0.446698 0.000802605
0.00585632 0.449996 0.000779603
0.00609482 0.453434 0.000756233
0.00633332 0.457117 0.000732509
0.00657182 0.460787 0.00070805
0.00681033 0.464572 0.000682979
0.00704884 0.46833 0.000656804
0.00728736 0.472234 0.000629752
0.00752587 0.476161 0.000600992
0.00776439 0.480271 0.000570889
0.00800291 0.484495 0.000537949
0.00824144 0.488927 0.000502874
0.00847996 0.493485 0.000463195
0.00871849 0.498365 0.000420042
0.00895702 0.503472 0.000369111
0.00919555 0.509746 0.000314098
0.00943408 0.516607 0.000269665
