X vol_f_Field2 diameter_Field2
0.000139645 1.81025e-13 1.2311e-05
0.000376525 5.34234e-13 1.5445e-05
0.000613858 1.96339e-12 1.84597e-05
0.000851483 7.63782e-12 1.98348e-05
0.00108931 3.10041e-11 2.02477e-05
0.00132727 1.28715e-10 2.03542e-05
0.00156534 5.38109e-10 2.03736e-05
0.00180349 2.24854e-09 2.03866e-05
0.0020417 9.34088e-09 2.04034e-05
0.00227996 3.75402e-08 2.04387e-05
0.00251826 1.52939e-07 2.05493e-05
0.00275659 6.0321e-07 2.09687e-05
0.00299495 2.2009e-06 2.26618e-05
0.00323333 7.1105e-06 2.57303e-05
0.00347172 2.0448e-05 2.91642e-05
0.00371014 5.33449e-05 3.26824e-05
0.00394857 0.000119188 3.62836e-05
0.00418701 0.00023396 3.99222e-05
0.00442546 0.000414377 4.35421e-05
0.00466392 0.000688364 4.71104e-05
0.00490238 0.00110972 5.0595e-05
0.00514086 0.00175304 5.40228e-05
0.00537934 0.00270658 5.74579e-05
0.00561783 0.00408843 6.09099e-05
0.00585632 0.00605052 6.43672e-05
0.00609482 0.00879401 6.77985e-05
0.00633332 0.0125669 7.11478e-05
0.00657182 0.0177007 7.43265e-05
0.00681033 0.0245771 7.72129e-05
0.00704884 0.0337202 7.96675e-05
0.00728736 0.0456612 8.15678e-05
0.00752587 0.0611341 8.28455e-05
0.00776439 0.0807665 8.34799e-05
0.00800291 0.105189 8.34677e-05
0.00824144 0.134924 8.27768e-05
0.00847996 0.169389 8.13784e-05
0.00871849 0.209399 7.90163e-05
0.00895702 0.250317 7.51634e-05
0.00919555 0.298068 6.92882e-05
0.00943408 0.34743 6.15524e-05
