X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 0.126996 0.000177206 4.96412 5.00354
0.000376525 0.128176 0.000209688 4.96319 5.01113
0.000613858 0.130305 0.00022826 4.96144 5.01417
0.000851483 0.133353 0.000239212 4.95894 5.01432
0.00108931 0.137391 0.000246452 4.95557 5.0125
0.00132727 0.142393 0.000251888 4.95127 5.00914
0.00156534 0.148377 0.000256548 4.94596 5.00446
0.00180349 0.15531 0.000261015 4.93952 4.99851
0.0020417 0.163176 0.000265653 4.93184 4.99127
0.00227996 0.171905 0.000270699 4.92277 4.98264
0.00251826 0.181435 0.000276321 4.91213 4.97249
0.00275659 0.191626 0.00028262 4.89973 4.96066
0.00299495 0.202386 0.000289657 4.88535 4.94692
0.00323333 0.213536 0.000297425 4.86877 4.93106
0.00347172 0.224996 0.000305874 4.84988 4.91296
0.00371014 0.236538 0.000314866 4.82853 4.89244
0.00394857 0.248105 0.000324226 4.80464 4.86942
0.00418701 0.259467 0.000333684 4.77817 4.84379
0.00442546 0.270586 0.000342967 4.74912 4.81553
0.00466392 0.281371 0.000351738 4.7175 4.78456
0.00490238 0.291805 0.000359719 4.68326 4.75082
0.00514086 0.301835 0.000366596 4.6464 4.7142
0.00537934 0.311489 0.000372171 4.60679 4.67459
0.00561783 0.320729 0.000376233 4.56438 4.63184
0.00585632 0.329651 0.000378734 4.51884 4.58567
0.00609482 0.338171 0.000379539 4.47008 4.53594
0.00633332 0.346459 0.000378724 4.41746 4.48204
0.00657182 0.35438 0.000376167 4.36109 4.42404
0.00681033 0.362137 0.000372017 4.29951 4.36055
0.00704884 0.369607 0.000366101 4.23366 4.29244
0.00728736 0.377006 0.000358539 4.15974 4.21601
0.00752587 0.384145 0.000348976 4.08183 4.13528
0.00776439 0.391356 0.000337555 3.98894 4.03924
0.00800291 0.398419 0.000323634 3.89499 3.94178
0.00824144 0.405659 0.000307346 3.76689 3.80929
0.00847996 0.412897 0.000287497 3.64616 3.68438
0.00871849 0.42033 0.000263907 3.45764 3.4914
0.00895702 0.427988 0.000234053 3.27483 3.30438
0.00919555 0.43637 0.000197273 2.93734 2.96214
0.00943408 0.448142 0.000152194 2.45929 2.47373
