X alpha diameter_field2 velocity_field1 velocity_field2
0.000139645 0.207079 0.00030811 5.21654 5.28631
0.000376525 0.208111 0.000322553 5.21512 5.28891
0.000613858 0.209967 0.00033043 5.21268 5.28844
0.000851483 0.212604 0.000336036 5.20908 5.28598
0.00108931 0.21609 0.00034125 5.20419 5.28197
0.00132727 0.220343 0.00034678 5.19793 5.27654
0.00156534 0.225363 0.000353004 5.19023 5.26969
0.00180349 0.231069 0.000360076 5.18096 5.26138
0.0020417 0.237415 0.000368072 5.17002 5.2515
0.00227996 0.244306 0.000376969 5.15731 5.23996
0.00251826 0.251663 0.000386678 5.14271 5.22663
0.00275659 0.25939 0.000397022 5.12613 5.21138
0.00299495 0.267298 0.000407741 5.10764 5.19412
0.00323333 0.275456 0.000418538 5.0873 5.17407
0.00347172 0.283748 0.000429055 5.06483 5.1512
0.00371014 0.292096 0.000438941 5.04013 5.12571
0.00394857 0.300431 0.000447843 5.0131 5.09768
0.00418701 0.308705 0.00045546 4.98371 5.06718
0.00442546 0.316899 0.000461552 4.95188 5.03421
0.00466392 0.324921 0.000466008 4.91753 4.99873
0.00490238 0.3326 0.000468731 4.88059 4.96065
0.00514086 0.340231 0.000469767 4.84095 4.91988
0.00537934 0.347698 0.000469176 4.79846 4.8763
0.00561783 0.354896 0.000466967 4.75305 4.82982
0.00585632 0.361959 0.000463302 4.70436 4.78007
0.00609482 0.368741 0.000458141 4.65239 4.72707
0.00633332 0.37544 0.00045167 4.59636 4.66999
0.00657182 0.381862 0.000443736 4.5367 4.60926
0.00681033 0.388251 0.000434532 4.47097 4.54231
0.00704884 0.394354 0.000423714 4.40289 4.47269
0.00728736 0.400516 0.000411509 4.32616 4.39286
0.00752587 0.406512 0.000397489 4.24539 4.30833
0.00776439 0.412653 0.000381974 4.14691 4.20572
0.00800291 0.418679 0.00036402 4.05025 4.10467
0.00824144 0.42493 0.000343984 3.91676 3.96644
0.00847996 0.43125 0.000320183 3.79414 3.83882
0.00871849 0.437842 0.000292854 3.59413 3.63342
0.00895702 0.444637 0.000258718 3.4074 3.44114
0.00919555 0.452267 0.000218349 3.04121 3.06687
0.00943408 0.461169 0.000174225 2.5416 2.55539
